"Gene","Non-unique Gene name","Annotation","No. isolates","No. sequences","Avg sequences per isolate","Genome Fragment","Order within Fragment","Accessory Fragment","Accessory Order with Fragment","QC","Min group size nuc","Max group size nuc","Avg group size nuc","GCA_000008565.1","GCA_001638825.1","GCA_008329785.1","GCA_011604805.1","GCA_011604825.1","GCA_020546685.1","GCA_021378295.1","GCA_024138735.1"
"DRO_1879","","hypothetical protein","8","8","1","1","794","1","794","","488","488","488","DR_1901.p01","A2G07_04100.p01","a6679ee1dd99a76d4f263da36fcf6004_4425","689a1f7569cd370648666ad3906989ad_9626","e7eb4eb1fba968f75f75040ad2de8570_3342","5974397fafb4265a64d121638449c96c_7659","DRO_1879.p01","5b1dec001b64d68f08bc514628990a75_2123"
"HAV23_01350","","potassium channel protein","8","8","1","1","362","1","362","","962","962","962","DR_2336.p01","A2G07_01895.p01","a6679ee1dd99a76d4f263da36fcf6004_6198","689a1f7569cd370648666ad3906989ad_1047","e7eb4eb1fba968f75f75040ad2de8570_1640","5974397fafb4265a64d121638449c96c_9426","DRO_2306.p01","5b1dec001b64d68f08bc514628990a75_3872"
"DR_0095","","ABC transporter ATP-binding protein","8","8","1","1","1652","1","923","","1826","1826","1826","DR_0095.p01","A2G07_13030.p01","a6679ee1dd99a76d4f263da36fcf6004_7810","689a1f7569cd370648666ad3906989ad_2621","e7eb4eb1fba968f75f75040ad2de8570_108","5974397fafb4265a64d121638449c96c_394","DRO_0095.p01","5b1dec001b64d68f08bc514628990a75_5460"
"MSS93_01970","","Uma2 family endonuclease","8","8","1","1","970","1","2485","","545","545","545","DR_1722.p01","A2G07_04980.p01","a6679ee1dd99a76d4f263da36fcf6004_3695","689a1f7569cd370648666ad3906989ad_8915","e7eb4eb1fba968f75f75040ad2de8570_4029","5974397fafb4265a64d121638449c96c_6923","DRO_1701.p01","5b1dec001b64d68f08bc514628990a75_1411"
"nudC","","NAD( ) diphosphatase","8","8","1","1","1499","1","1956","","842","842","842","DR_1168.p01","A2G07_07675.p01","a6679ee1dd99a76d4f263da36fcf6004_1529","689a1f7569cd370648666ad3906989ad_6807","e7eb4eb1fba968f75f75040ad2de8570_6087","5974397fafb4265a64d121638449c96c_4752","DRO_1166.p01","5b1dec001b64d68f08bc514628990a75_9850"
"HAV23_00545","","hypothetical protein","8","8","1","1","520","1","520","","377","377","377","DR_2180.p01","A2G07_02705.p01","a6679ee1dd99a76d4f263da36fcf6004_5558","689a1f7569cd370648666ad3906989ad_424","e7eb4eb1fba968f75f75040ad2de8570_2257","5974397fafb4265a64d121638449c96c_8786","DRO_2152.p01","5b1dec001b64d68f08bc514628990a75_3216"
"A2G07_03460","","cobalamin B12-binding domain-containing protein","8","8","1","1","668","1","668","","428","428","428","DR_2032.p01","A2G07_03460.p01","a6679ee1dd99a76d4f263da36fcf6004_4946","689a1f7569cd370648666ad3906989ad_10147","e7eb4eb1fba968f75f75040ad2de8570_2828","5974397fafb4265a64d121638449c96c_8184","DRO_2007.p01","5b1dec001b64d68f08bc514628990a75_2636"
"ccmE","","cytochrome c maturation protein CcmE","8","8","1","1","1889","1","1160","","506","506","506","DR_0347.p01","A2G07_11795.p01","a6679ee1dd99a76d4f263da36fcf6004_8825","689a1f7569cd370648666ad3906989ad_3588","e7eb4eb1fba968f75f75040ad2de8570_9237","5974397fafb4265a64d121638449c96c_1407","DRO_0346.p01","5b1dec001b64d68f08bc514628990a75_6439"
"DRO_A0205","","response regulator","8","8","1","2","267","2","264","","431","431","431","DR_A0204.p01","A2G07_14495.p01","a6679ee1dd99a76d4f263da36fcf6004_11227","689a1f7569cd370648666ad3906989ad_10624","e7eb4eb1fba968f75f75040ad2de8570_10847","5974397fafb4265a64d121638449c96c_11460","DRO_A0205.p01","5b1dec001b64d68f08bc514628990a75_11531"
"A2G07_06465","","response regulator","8","8","1","1","1259","1","2196","","404","404","404","DR_1418.p01","A2G07_06465.p01","a6679ee1dd99a76d4f263da36fcf6004_2498","689a1f7569cd370648666ad3906989ad_7736","e7eb4eb1fba968f75f75040ad2de8570_5169","5974397fafb4265a64d121638449c96c_5721","DRO_1403.p01","5b1dec001b64d68f08bc514628990a75_233"
"DR_A0316","","hydrogenase maturation nickel metallochaperone HypA","8","8","1","2","21","2","21","","362","362","362","DR_A0316.p01","A2G07_13250.p01","a6679ee1dd99a76d4f263da36fcf6004_11642","689a1f7569cd370648666ad3906989ad_11650","e7eb4eb1fba968f75f75040ad2de8570_11243","5974397fafb4265a64d121638449c96c_11875","DRO_A0308.p01","5b1dec001b64d68f08bc514628990a75_11083"
"E5E91_15875","","hypothetical protein","8","8","1","3","93","3","119","","326","326","326","DR_B0064.p01","A2G07_15000.p01","a6679ee1dd99a76d4f263da36fcf6004_12334","689a1f7569cd370648666ad3906989ad_12277","e7eb4eb1fba968f75f75040ad2de8570_11857","5974397fafb4265a64d121638449c96c_12498","DRO_B0067.p01","5b1dec001b64d68f08bc514628990a75_12755"
"DRO_0149","","DUF4388 domain-containing protein","8","8","1","1","1700","1","971","","521","521","521","DR_0150.p01","A2G07_12780.p01","a6679ee1dd99a76d4f263da36fcf6004_8020","689a1f7569cd370648666ad3906989ad_2820","e7eb4eb1fba968f75f75040ad2de8570_9986","5974397fafb4265a64d121638449c96c_603","DRO_0149.p01","5b1dec001b64d68f08bc514628990a75_5681"
"E5E91_04605","","LysM peptidoglycan-binding domain-containing protein","8","8","1","1","2415","1","1686","","761","761","761","DR_0888.p01","A2G07_09070.p01","a6679ee1dd99a76d4f263da36fcf6004_394","689a1f7569cd370648666ad3906989ad_5700","e7eb4eb1fba968f75f75040ad2de8570_7150","5974397fafb4265a64d121638449c96c_3609","DRO_0883.p01","5b1dec001b64d68f08bc514628990a75_8744"
"DRO_1515","","GNAT family N-acetyltransferase","8","8","1","1","1151","1","2304","","548","548","548","DR_1534.p01","A2G07_05905.p01","a6679ee1dd99a76d4f263da36fcf6004_2962","689a1f7569cd370648666ad3906989ad_8178","e7eb4eb1fba968f75f75040ad2de8570_4741","5974397fafb4265a64d121638449c96c_6182","DRO_1515.p01","5b1dec001b64d68f08bc514628990a75_670"
"E5E91_01775","","cytochrome c family protein","8","8","1","1","1885","1","1156","","1022","1022","1022","DR_0343.p01","A2G07_11815.p01","a6679ee1dd99a76d4f263da36fcf6004_8809","689a1f7569cd370648666ad3906989ad_3572","e7eb4eb1fba968f75f75040ad2de8570_9252","5974397fafb4265a64d121638449c96c_1391","DRO_0342.p01","5b1dec001b64d68f08bc514628990a75_6419"
"lysA","","diaminopimelate decarboxylase","8","8","1","1","934","1","2521","","1139","1139","1139","DR_1758.p01","A2G07_04800.p01","a6679ee1dd99a76d4f263da36fcf6004_3844","689a1f7569cd370648666ad3906989ad_9062","e7eb4eb1fba968f75f75040ad2de8570_3899","5974397fafb4265a64d121638449c96c_7073","DRO_1737.p01","5b1dec001b64d68f08bc514628990a75_1546"
"HAV23_07915","","hypothetical protein","8","8","1","1","2521","1","1792","","347","347","347","DR_0995.p01","A2G07_08520.p01","a6679ee1dd99a76d4f263da36fcf6004_832","689a1f7569cd370648666ad3906989ad_6129","e7eb4eb1fba968f75f75040ad2de8570_6742","5974397fafb4265a64d121638449c96c_4056","DRO_0992.p01","5b1dec001b64d68f08bc514628990a75_9173"
"A2G07_12950","","glutaminyl-peptide cyclotransferase","8","8","1","1","1668","1","939","","884","884","884","DR_0112.p01","A2G07_12950.p01","a6679ee1dd99a76d4f263da36fcf6004_7876","689a1f7569cd370648666ad3906989ad_2685","e7eb4eb1fba968f75f75040ad2de8570_47","5974397fafb4265a64d121638449c96c_460","DRO_0111.p01","5b1dec001b64d68f08bc514628990a75_5530"
"MSS93_10205","","EVE domain-containing protein","8","8","1","1","2106","1","1377","","491","491","491","DR_0566.p01","A2G07_10670.p01","a6679ee1dd99a76d4f263da36fcf6004_9731","689a1f7569cd370648666ad3906989ad_4444","e7eb4eb1fba968f75f75040ad2de8570_8391","5974397fafb4265a64d121638449c96c_2306","DRO_0564.p01","5b1dec001b64d68f08bc514628990a75_7378"
"A2G07_15870","","hypothetical protein","8","8","1","4","24","4","27","","341","341","341","DR_C0035.p01","A2G07_15870.p01","a6679ee1dd99a76d4f263da36fcf6004_12766","689a1f7569cd370648666ad3906989ad_11776","e7eb4eb1fba968f75f75040ad2de8570_11529","5974397fafb4265a64d121638449c96c_12221","DRO_C0035.p01","5b1dec001b64d68f08bc514628990a75_12915"
"rpsK","","30S ribosomal protein S11","8","8","1","1","573","1","573","","395","395","395","DR_2126.p01","A2G07_02975.p01","a6679ee1dd99a76d4f263da36fcf6004_5333","689a1f7569cd370648666ad3906989ad_214","e7eb4eb1fba968f75f75040ad2de8570_2466","5974397fafb4265a64d121638449c96c_8569","DRO_2098.p01","5b1dec001b64d68f08bc514628990a75_3008"
"DRO_0880","","cation transporter","8","8","1","1","2412","1","1683","","260","260","260","DR_0885.p01","A2G07_09085.p01","a6679ee1dd99a76d4f263da36fcf6004_382","689a1f7569cd370648666ad3906989ad_5688","e7eb4eb1fba968f75f75040ad2de8570_7162","5974397fafb4265a64d121638449c96c_3597","DRO_0880.p01","5b1dec001b64d68f08bc514628990a75_8732"
"treS","","maltose alpha-D-glucosyltransferase","8","8","1","1","664","1","664","","1658","1658","1658","DR_2036.p01","A2G07_03440.p01","a6679ee1dd99a76d4f263da36fcf6004_4962","689a1f7569cd370648666ad3906989ad_10163","e7eb4eb1fba968f75f75040ad2de8570_2812","5974397fafb4265a64d121638449c96c_8200","DRO_2011.p01","5b1dec001b64d68f08bc514628990a75_2650"
"DXG80_08635","","transcriptional regulator","8","8","1","1","249","1","249","","194","194","194","DR_2454.p01","A2G07_01315.p01","a6679ee1dd99a76d4f263da36fcf6004_6683","689a1f7569cd370648666ad3906989ad_1514","e7eb4eb1fba968f75f75040ad2de8570_1186","5974397fafb4265a64d121638449c96c_9905","DRO_2427.p01","5b1dec001b64d68f08bc514628990a75_4355"
"DXG80_15050","","urease subunit beta","8","8","1","2","24","2","24","","686","686","686","DR_A0319.p01","A2G07_13265.p01","a6679ee1dd99a76d4f263da36fcf6004_11654","689a1f7569cd370648666ad3906989ad_11638","e7eb4eb1fba968f75f75040ad2de8570_11255","5974397fafb4265a64d121638449c96c_11887","DRO_A0311.p01","5b1dec001b64d68f08bc514628990a75_11073"
"DXG80_15870","","DeoR/GlpR transcriptional regulator","8","8","1","3","18","3","18","","818","818","818","DR_B0076.p01","A2G07_15675.p01","a6679ee1dd99a76d4f263da36fcf6004_12286","689a1f7569cd370648666ad3906989ad_12231","e7eb4eb1fba968f75f75040ad2de8570_11807","5974397fafb4265a64d121638449c96c_12546","DRO_B0081.p01","5b1dec001b64d68f08bc514628990a75_12208"
"HAV23_10095","","cytochrome C","8","8","1","1","1238","1","2217","","218","527","481","DR_1439.p01","A2G07_06360.p01","a6679ee1dd99a76d4f263da36fcf6004_2584","689a1f7569cd370648666ad3906989ad_7818","e7eb4eb1fba968f75f75040ad2de8570_5087","5974397fafb4265a64d121638449c96c_5807","DRO_1424.p01","5b1dec001b64d68f08bc514628990a75_319"
"DR_1291","","phosphoglycerate dehydrogenase","8","8","1","1","1380","1","2075","","1634","1634","1634","DR_1291.p01","A2G07_07075.p01","a6679ee1dd99a76d4f263da36fcf6004_2015","689a1f7569cd370648666ad3906989ad_7265","e7eb4eb1fba968f75f75040ad2de8570_5622","5974397fafb4265a64d121638449c96c_5236","DRO_1282.p01","5b1dec001b64d68f08bc514628990a75_10327"
"HAV35_06520","","DUF503 domain-containing protein","8","8","1","1","1205","1","2250","","332","332","332","DR_1478.p01","A2G07_06180.p01","a6679ee1dd99a76d4f263da36fcf6004_2741","689a1f7569cd370648666ad3906989ad_7960","e7eb4eb1fba968f75f75040ad2de8570_4953","5974397fafb4265a64d121638449c96c_5964","DRO_1460.p01","5b1dec001b64d68f08bc514628990a75_468"
"HAV23_11400","","HAD family phosphatase","8","8","1","1","988","1","2467","","599","599","599","DR_1705.p01","A2G07_05070.p01","a6679ee1dd99a76d4f263da36fcf6004_3622","689a1f7569cd370648666ad3906989ad_8846","e7eb4eb1fba968f75f75040ad2de8570_4094","5974397fafb4265a64d121638449c96c_6850","DRO_1683.p01","5b1dec001b64d68f08bc514628990a75_1351"
"uraH","","hydroxyisourate hydrolase","8","8","1","1","1506","1","1949","","359","359","359","DR_1161.p01","A2G07_07710.p01","a6679ee1dd99a76d4f263da36fcf6004_1502","689a1f7569cd370648666ad3906989ad_6779","e7eb4eb1fba968f75f75040ad2de8570_6115","5974397fafb4265a64d121638449c96c_4724","DRO_1159.p01","5b1dec001b64d68f08bc514628990a75_9820"
"HAV35_08760","","DUF4384 domain-containing protein","8","8","1","1","2543","1","1814","","503","503","503","DR_1021.p01","A2G07_08405.p01","a6679ee1dd99a76d4f263da36fcf6004_930","689a1f7569cd370648666ad3906989ad_6225","e7eb4eb1fba968f75f75040ad2de8570_6649","5974397fafb4265a64d121638449c96c_4154","DRO_1016.p01","5b1dec001b64d68f08bc514628990a75_9259"
"MSS93_05980","","hypothetical protein","8","8","1","1","254","1","254","","308","308","308","DR_2449.p01","A2G07_01340.p01","a6679ee1dd99a76d4f263da36fcf6004_6663","689a1f7569cd370648666ad3906989ad_1496","e7eb4eb1fba968f75f75040ad2de8570_1204","5974397fafb4265a64d121638449c96c_9885","DRO_2422.p01","5b1dec001b64d68f08bc514628990a75_4337"
"HAV23_01305","","response regulator transcription factor","8","8","1","1","371","1","371","","662","662","662","DR_2327.p01","A2G07_01940.p01","a6679ee1dd99a76d4f263da36fcf6004_6162","689a1f7569cd370648666ad3906989ad_1011","e7eb4eb1fba968f75f75040ad2de8570_1674","5974397fafb4265a64d121638449c96c_9390","DRO_2297.p01","5b1dec001b64d68f08bc514628990a75_3836"
"gatC","","Asp-tRNA(Asn)/Glu-tRNA(Gln) amidotransferase subunit GatC","8","8","1","1","1394","1","2061","","290","290","290","DR_1275.p01","A2G07_07145.p01","a6679ee1dd99a76d4f263da36fcf6004_1959","689a1f7569cd370648666ad3906989ad_7211","e7eb4eb1fba968f75f75040ad2de8570_5677","5974397fafb4265a64d121638449c96c_5180","DRO_1268.p01","5b1dec001b64d68f08bc514628990a75_10277"
"apaG","","Co2 /Mg2  efflux protein ApaG","8","8","1","1","1775","1","1046","","386","386","386","DR_0228.p01","A2G07_12400.p01","a6679ee1dd99a76d4f263da36fcf6004_8335","689a1f7569cd370648666ad3906989ad_3125","e7eb4eb1fba968f75f75040ad2de8570_9689","5974397fafb4265a64d121638449c96c_918","DRO_0228.p01","5b1dec001b64d68f08bc514628990a75_5980"
"DXG80_04325","","N-acetylmuramoyl-L-alanine amidase","8","8","1","1","1059","1","2396","","1811","1811","1811","DR_1632.p01","A2G07_05430.p01","a6679ee1dd99a76d4f263da36fcf6004_3338","689a1f7569cd370648666ad3906989ad_8557","e7eb4eb1fba968f75f75040ad2de8570_4374","5974397fafb4265a64d121638449c96c_6563","DRO_1609.p01","5b1dec001b64d68f08bc514628990a75_1061"
"lpdA","","dihydrolipoyl dehydrogenase","8","8","1","1","328","1","328","","1403","1403","1403","DR_2370.p01","A2G07_01725.p01","a6679ee1dd99a76d4f263da36fcf6004_6336","689a1f7569cd370648666ad3906989ad_1184","e7eb4eb1fba968f75f75040ad2de8570_1504","5974397fafb4265a64d121638449c96c_9569","DRO_2341.p01","5b1dec001b64d68f08bc514628990a75_4018"
"rraA","","ribonuclease E activity regulator RraA","8","8","1","1","2388","1","1659","","482","482","482","DR_0859.p01","A2G07_09210.p01","a6679ee1dd99a76d4f263da36fcf6004_279","689a1f7569cd370648666ad3906989ad_5591","e7eb4eb1fba968f75f75040ad2de8570_7258","5974397fafb4265a64d121638449c96c_3494","DRO_0855.p01","5b1dec001b64d68f08bc514628990a75_8628"
"A2G07_13015","","30S ribosomal protein S6","8","8","1","1","1655","1","926","","308","308","308","DR_0098.p01","A2G07_13015.p01","a6679ee1dd99a76d4f263da36fcf6004_7822","689a1f7569cd370648666ad3906989ad_2633","e7eb4eb1fba968f75f75040ad2de8570_98","5974397fafb4265a64d121638449c96c_406","DRO_0098.p01","5b1dec001b64d68f08bc514628990a75_5468"
"HAV35_08670","","hypothetical protein","8","8","1","1","1625","1","1830","","437","437","437","DR_1040.p01","A2G07_08320.p01","a6679ee1dd99a76d4f263da36fcf6004_1004","689a1f7569cd370648666ad3906989ad_6289","e7eb4eb1fba968f75f75040ad2de8570_6586","5974397fafb4265a64d121638449c96c_4226","DRO_1034.p01","5b1dec001b64d68f08bc514628990a75_9325"
"HAV35_14055","","IclR family transcriptional regulator","8","8","1","2","317","2","214","","761","761","761","DR_A0152.p01","A2G07_14240.p01","a6679ee1dd99a76d4f263da36fcf6004_11019","689a1f7569cd370648666ad3906989ad_10820","e7eb4eb1fba968f75f75040ad2de8570_10648","5974397fafb4265a64d121638449c96c_11254","DRO_A0154.p01","5b1dec001b64d68f08bc514628990a75_11742"
"A2G07_01760","","universal stress protein","8","8","1","1","335","1","335","","482","482","482","DR_2363.p01","A2G07_01760.p01","a6679ee1dd99a76d4f263da36fcf6004_6308","689a1f7569cd370648666ad3906989ad_1158","e7eb4eb1fba968f75f75040ad2de8570_1529","5974397fafb4265a64d121638449c96c_9541","DRO_2334.p01","5b1dec001b64d68f08bc514628990a75_3990"
"HAV35_12050","","outer membrane protein assembly factor","8","8","1","1","1919","1","1190","","2540","2540","2540","DR_0379.p01","A2G07_11640.p01","a6679ee1dd99a76d4f263da36fcf6004_8949","689a1f7569cd370648666ad3906989ad_3706","e7eb4eb1fba968f75f75040ad2de8570_9119","5974397fafb4265a64d121638449c96c_1532","DRO_0379.p01","5b1dec001b64d68f08bc514628990a75_6575"
"HAV35_08280","","ATP-dependent Clp protease ATP-binding subunit","8","8","1","1","1551","1","1904","","2243","2243","2243","DR_1117.p01","A2G07_07935.p01","a6679ee1dd99a76d4f263da36fcf6004_1316","689a1f7569cd370648666ad3906989ad_6596","e7eb4eb1fba968f75f75040ad2de8570_6288","5974397fafb4265a64d121638449c96c_4542","DRO_1114.p01","5b1dec001b64d68f08bc514628990a75_9637"
"DXG80_03685","","NADH-quinone oxidoreductase subunit C","8","8","1","1","1180","1","2275","","674","674","674","DR_1504.p01","A2G07_06050.p01","a6679ee1dd99a76d4f263da36fcf6004_2842","689a1f7569cd370648666ad3906989ad_8060","e7eb4eb1fba968f75f75040ad2de8570_4855","5974397fafb4265a64d121638449c96c_6062","DRO_1486.p01","5b1dec001b64d68f08bc514628990a75_556"
"HAV35_04765","","glutamate-5-semialdehyde dehydrogenase","8","8","1","1","868","1","868","","1298","1298","1298","DR_1826.p01","A2G07_04470.p01","a6679ee1dd99a76d4f263da36fcf6004_4122","689a1f7569cd370648666ad3906989ad_9329","e7eb4eb1fba968f75f75040ad2de8570_3630","5974397fafb4265a64d121638449c96c_7352","DRO_1805.p01","5b1dec001b64d68f08bc514628990a75_1840"
"MSS93_09880","","hypothetical protein","8","8","1","1","2055","1","1326","","449","449","449","DR_0516.p01","A2G07_10935.p01","a6679ee1dd99a76d4f263da36fcf6004_9511","689a1f7569cd370648666ad3906989ad_4244","e7eb4eb1fba968f75f75040ad2de8570_8599","5974397fafb4265a64d121638449c96c_2095","DRO_0514.p01","5b1dec001b64d68f08bc514628990a75_7136"
"HAV23_13245","","divergent PAP2 family protein","8","8","1","1","633","1","633","","458","458","458","DR_2066.p01","A2G07_03275.p01","a6679ee1dd99a76d4f263da36fcf6004_5090","689a1f7569cd370648666ad3906989ad_10286","e7eb4eb1fba968f75f75040ad2de8570_2695","5974397fafb4265a64d121638449c96c_8327","DRO_2039.p01","5b1dec001b64d68f08bc514628990a75_2771"
"A2G07_01890","","hypothetical protein","8","8","1","1","361","1","361","","497","497","497","DR_2337.p01","A2G07_01890.p01","a6679ee1dd99a76d4f263da36fcf6004_6202","689a1f7569cd370648666ad3906989ad_1051","e7eb4eb1fba968f75f75040ad2de8570_1636","5974397fafb4265a64d121638449c96c_9430","DRO_2307.p01","5b1dec001b64d68f08bc514628990a75_3876"
"group_3145","lon","endopeptidase La","8","8","1","1","1891","1","1162","","2465","2465","2465","DR_0349.p01","A2G07_11785.p01","a6679ee1dd99a76d4f263da36fcf6004_8837","689a1f7569cd370648666ad3906989ad_3596","e7eb4eb1fba968f75f75040ad2de8570_9229","5974397fafb4265a64d121638449c96c_1418","DRO_0349.p01","5b1dec001b64d68f08bc514628990a75_6445"
"DRO_0032","","hypothetical protein","8","8","1","1","43","1","43","","242","242","242","DR_0031.p01","A2G07_00230.p01","a6679ee1dd99a76d4f263da36fcf6004_7548","689a1f7569cd370648666ad3906989ad_2363","e7eb4eb1fba968f75f75040ad2de8570_357","5974397fafb4265a64d121638449c96c_129","DRO_0032.p01","5b1dec001b64d68f08bc514628990a75_5196"
"HAV35_14130","","DUF99 family protein","8","8","1","2","302","2","229","","584","584","584","DR_A0167.p01","A2G07_14315.p01","a6679ee1dd99a76d4f263da36fcf6004_11079","689a1f7569cd370648666ad3906989ad_10762","e7eb4eb1fba968f75f75040ad2de8570_10708","5974397fafb4265a64d121638449c96c_11313","DRO_A0169.p01","5b1dec001b64d68f08bc514628990a75_11678"
"DRO_0472","","ABC transporter ATP-binding protein","8","8","1","1","2015","1","1286","","686","686","686","DR_0473.p01","A2G07_11155.p01","a6679ee1dd99a76d4f263da36fcf6004_9328","689a1f7569cd370648666ad3906989ad_4069","e7eb4eb1fba968f75f75040ad2de8570_8765","5974397fafb4265a64d121638449c96c_1913","DRO_0472.p01","5b1dec001b64d68f08bc514628990a75_6957"
"HAV35_01610","","hypothetical protein","8","8","1","1","258","1","258","","1811","1811","1811","DR_2444.p01","A2G07_01360.p01","a6679ee1dd99a76d4f263da36fcf6004_6645","689a1f7569cd370648666ad3906989ad_1480","e7eb4eb1fba968f75f75040ad2de8570_1220","5974397fafb4265a64d121638449c96c_9867","DRO_2418.p01","5b1dec001b64d68f08bc514628990a75_4321"
"A2G07_07260","","hypothetical protein","8","8","1","1","1416","1","2039","","584","584","584","DR_1253.p01","A2G07_07260.p01","a6679ee1dd99a76d4f263da36fcf6004_1866","689a1f7569cd370648666ad3906989ad_7122","e7eb4eb1fba968f75f75040ad2de8570_5770","5974397fafb4265a64d121638449c96c_5086","DRO_1247.p01","5b1dec001b64d68f08bc514628990a75_10182"
"E5E91_12070","","NADH:flavin oxidoreductase/NADH oxidase family protein","8","8","1","1","365","1","365","","1211","1211","1211","DR_2333.p01","A2G07_01910.p01","a6679ee1dd99a76d4f263da36fcf6004_6186","689a1f7569cd370648666ad3906989ad_1035","e7eb4eb1fba968f75f75040ad2de8570_1652","5974397fafb4265a64d121638449c96c_9414","DRO_2303.p01","5b1dec001b64d68f08bc514628990a75_3860"
