"Gene","Non-unique Gene name","Annotation","No. isolates","No. sequences","Avg sequences per isolate","Genome Fragment","Order within Fragment","Accessory Fragment","Accessory Order with Fragment","QC","Min group size nuc","Max group size nuc","Avg group size nuc","GCA_000024845.1","GCA_000224745.1","GCA_009936255.1","GCA_009936275.1"
"RmaAA338_18830","","phosphoesterase RecJ domain protein","4","4","1","1","1305","1","1115","","1100","1100","1100","179fc4b66b5fe7c86a05d012dd5a340c_7244","2124b6b02b7cef79fdc244b38ecf46bc_4477","RmaAA213_18790.p01","RmaAA338_18830.p01"
"Rhom172_1071","","(2R)-phospho-3-sulfolactate synthase ComA","4","4","1","1","1303","1","1113","","818","845","838","179fc4b66b5fe7c86a05d012dd5a340c_7252","2124b6b02b7cef79fdc244b38ecf46bc_4469","RmaAA213_18810.p01","RmaAA338_18850.p01"
"RmaAA338_18970","","peptidase M14 carboxypeptidase A","4","4","1","1","1291","1","1101","","1058","1067","1064","179fc4b66b5fe7c86a05d012dd5a340c_7297","2124b6b02b7cef79fdc244b38ecf46bc_7008","RmaAA213_18930.p01","RmaAA338_18970.p01"
"Rhom172_1703","","hypothetical protein","4","4","1","1","1285","1","1095","","806","863","834","179fc4b66b5fe7c86a05d012dd5a340c_7324","2124b6b02b7cef79fdc244b38ecf46bc_7034","RmaAA213_18990.p01","RmaAA338_19030.p01"
"RmaAA213_19000","","Crp/FNR family transcriptional regulator","4","4","1","1","1284","1","1094","","698","758","728","179fc4b66b5fe7c86a05d012dd5a340c_7328","2124b6b02b7cef79fdc244b38ecf46bc_7039","RmaAA213_19000.p01","RmaAA338_19040.p01"
"RmaAA338_19120","","oxidoreductase domain protein","4","4","1","1","1276","1","1086","","1292","1334","1313","179fc4b66b5fe7c86a05d012dd5a340c_7363","2124b6b02b7cef79fdc244b38ecf46bc_7068","RmaAA213_19080.p01","RmaAA338_19120.p01"
"Rhom172_1713","","protein of unknown function DUF1080","4","4","1","1","1274","1","1084","","716","725","722","179fc4b66b5fe7c86a05d012dd5a340c_7373","2124b6b02b7cef79fdc244b38ecf46bc_7077","RmaAA213_19100.p01","RmaAA338_19140.p01"
"Rmar_1745","","hypothetical protein","4","4","1","1","1271","1","1081","","1208","1208","1208","179fc4b66b5fe7c86a05d012dd5a340c_7387","2124b6b02b7cef79fdc244b38ecf46bc_7090","RmaAA213_19130.p01","RmaAA338_19170.p01"
"Rhom172_1721","","DUF86 domain-containing protein","4","4","1","1","1251","1","1061","","311","341","326","179fc4b66b5fe7c86a05d012dd5a340c_7479","2124b6b02b7cef79fdc244b38ecf46bc_7109","RmaAA213_19330.p01","RmaAA338_19380.p01"
"RmaAA338_19470","","hypothetical protein","4","4","1","1","1242","1","1052","","350","416","371","179fc4b66b5fe7c86a05d012dd5a340c_7508","2124b6b02b7cef79fdc244b38ecf46bc_7135","RmaAA213_19420.p01","RmaAA338_19470.p01"
"ybhG","","secretion protein HlyD family protein","4","4","1","1","1237","1","1047","","962","965","963","179fc4b66b5fe7c86a05d012dd5a340c_7530","2124b6b02b7cef79fdc244b38ecf46bc_7157","RmaAA213_19470.p01","RmaAA338_19520.p01"
"ybhF-N","","ABC transporter ATP-binding protein","4","4","1","1","1236","1","1046","","947","953","948","179fc4b66b5fe7c86a05d012dd5a340c_7534","2124b6b02b7cef79fdc244b38ecf46bc_7161","RmaAA213_19480.p01","RmaAA338_19530.p01"
"RmaAA338_19540","","protein CyaE","4","4","1","1","1235","1","1045","","1334","1334","1334","179fc4b66b5fe7c86a05d012dd5a340c_7539","2124b6b02b7cef79fdc244b38ecf46bc_7166","RmaAA213_19490.p01","RmaAA338_19540.p01"
"RmaAA213_19600","","amidohydrolase","4","4","1","1","1224","1","1034","","1322","1322","1322","179fc4b66b5fe7c86a05d012dd5a340c_7584","2124b6b02b7cef79fdc244b38ecf46bc_7210","RmaAA213_19600.p01","RmaAA338_19650.p01"
"Rmar_1793","","ATP-dependent protease","4","4","1","1","1221","1","1031","","641","641","641","179fc4b66b5fe7c86a05d012dd5a340c_7596","2124b6b02b7cef79fdc244b38ecf46bc_7222","RmaAA213_19630.p01","RmaAA338_19680.p01"
"RmaAA338_19690","","hypothetical protein","4","4","1","1","1220","1","1030","","1343","1346","1344","179fc4b66b5fe7c86a05d012dd5a340c_7601","2124b6b02b7cef79fdc244b38ecf46bc_7227","RmaAA213_19640.p01","RmaAA338_19690.p01"
"Rmar_1801","","mechanosensitive ion channel protein MscS","4","4","1","1","1213","1","1023","","1007","1007","1007","179fc4b66b5fe7c86a05d012dd5a340c_7629","2124b6b02b7cef79fdc244b38ecf46bc_7255","RmaAA213_19710.p01","RmaAA338_19760.p01"
"RmaAA338_19770","","amidinotransferase","4","4","1","1","1212","1","1022","","890","890","890","179fc4b66b5fe7c86a05d012dd5a340c_7633","2124b6b02b7cef79fdc244b38ecf46bc_7259","RmaAA213_19720.p01","RmaAA338_19770.p01"
"tyrA","","Prephenate dehydrogenase","4","4","1","1","1211","1","1021","","1121","1121","1121","179fc4b66b5fe7c86a05d012dd5a340c_7638","2124b6b02b7cef79fdc244b38ecf46bc_7263","RmaAA213_19730.p01","RmaAA338_19780.p01"
"gcvT","","aminomethyltransferase","4","4","1","1","1210","1","1020","","1127","1127","1127","179fc4b66b5fe7c86a05d012dd5a340c_7642","2124b6b02b7cef79fdc244b38ecf46bc_7267","RmaAA213_19740.p01","RmaAA338_19790.p01"
"RmaAA338_19810","","hypothetical protein","4","4","1","1","1208","1","1018","","2471","2483","2480","179fc4b66b5fe7c86a05d012dd5a340c_7650","2124b6b02b7cef79fdc244b38ecf46bc_7275","RmaAA213_19760.p01","RmaAA338_19810.p01"
"Rhom172_1773","","alkyl hydroperoxide reductase/ Thiol specific antioxidant/ Mal allergen","4","4","1","1","1196","1","1006","","590","590","590","179fc4b66b5fe7c86a05d012dd5a340c_7697","2124b6b02b7cef79fdc244b38ecf46bc_7321","RmaAA213_19880.p01","RmaAA338_19930.p01"
"RmaAA213_19900","","hypothetical protein","4","4","1","1","1194","1","1004","","320","320","320","179fc4b66b5fe7c86a05d012dd5a340c_7706","2124b6b02b7cef79fdc244b38ecf46bc_7330","RmaAA213_19900.p01","RmaAA338_19950.p01"
"RmaAA338_19960","","protein of unknown function DUF477","4","4","1","1","1193","1","1003","","812","815","814","179fc4b66b5fe7c86a05d012dd5a340c_7711","2124b6b02b7cef79fdc244b38ecf46bc_7335","RmaAA213_19910.p01","RmaAA338_19960.p01"
"RmaAA338_20060","","protein of unknown function DUF461","4","4","1","1","1183","1","993","","464","464","464","179fc4b66b5fe7c86a05d012dd5a340c_7754","2124b6b02b7cef79fdc244b38ecf46bc_7378","RmaAA213_20010.p01","RmaAA338_20060.p01"
"nth_2","","endonuclease III","4","4","1","1","1176","1","986","","803","842","832","179fc4b66b5fe7c86a05d012dd5a340c_7784","2124b6b02b7cef79fdc244b38ecf46bc_7409","RmaAA213_20080.p01","RmaAA338_20130.p01"
"RmaAA213_20090","","hypothetical protein","4","4","1","1","1175","1","985","","1172","1172","1172","179fc4b66b5fe7c86a05d012dd5a340c_7789","2124b6b02b7cef79fdc244b38ecf46bc_7414","RmaAA213_20090.p01","RmaAA338_20140.p01"
"Rmar_1842","","major facilitator superfamily MFS_1","4","4","1","1","1172","1","982","","1298","1355","1312","179fc4b66b5fe7c86a05d012dd5a340c_7804","2124b6b02b7cef79fdc244b38ecf46bc_7429","RmaAA213_20120.p01","RmaAA338_20170.p01"
"RmaAA338_20210","","hypothetical protein","4","4","1","1","1168","1","978","","836","1175","1090","179fc4b66b5fe7c86a05d012dd5a340c_7829","2124b6b02b7cef79fdc244b38ecf46bc_7450","RmaAA213_20160.p01","RmaAA338_20210.p01"
"RmaAA338_20360","","DNA-binding response regulator","4","4","1","1","1154","1","964","","800","800","800","179fc4b66b5fe7c86a05d012dd5a340c_7886","2124b6b02b7cef79fdc244b38ecf46bc_4188","RmaAA213_20300.p01","RmaAA338_20360.p01"
"Rmar_1861","","ATPase","4","4","1","1","1153","1","963","","1169","1259","1191","179fc4b66b5fe7c86a05d012dd5a340c_7890","2124b6b02b7cef79fdc244b38ecf46bc_4184","RmaAA213_20310.p01","RmaAA338_20370.p01"
"Rmar_1061","","hypothetical protein","4","4","1","1","2090","1","1900","","353","416","371","179fc4b66b5fe7c86a05d012dd5a340c_4485","2124b6b02b7cef79fdc244b38ecf46bc_7508","RmaAA213_11040.p01","RmaAA338_11150.p01"
"Rmar_1863","","TonB-dependent receptor","4","4","1","1","1151","1","961","","2456","2456","2456","179fc4b66b5fe7c86a05d012dd5a340c_7900","2124b6b02b7cef79fdc244b38ecf46bc_4175","RmaAA213_20330.p01","RmaAA338_20390.p01"
"RmaAA338_20410","","hypothetical protein","4","4","1","1","1149","1","959","","2711","2711","2711","179fc4b66b5fe7c86a05d012dd5a340c_7910","2124b6b02b7cef79fdc244b38ecf46bc_4166","RmaAA213_20350.p01","RmaAA338_20410.p01"
"RmaAA338_t00210","","tRNA-Gly","4","4","1","1","2044","1","1854","","74","75","74","179fc4b66b5fe7c86a05d012dd5a340c_4662","2124b6b02b7cef79fdc244b38ecf46bc_4358","RmaAA213_t00200.r01","RmaAA338_t00210.r01"
"RmaAA213_20380","","glycosyl transferase family 2","4","4","1","1","1146","1","956","","1109","1109","1109","179fc4b66b5fe7c86a05d012dd5a340c_7922","2124b6b02b7cef79fdc244b38ecf46bc_4149","RmaAA213_20380.p01","RmaAA338_20440.p01"
"rpmF","","ribosomal protein L32","4","4","1","1","193","1","3","","197","197","197","179fc4b66b5fe7c86a05d012dd5a340c_11865","2124b6b02b7cef79fdc244b38ecf46bc_11581","RmaAA213_29790.p01","RmaAA338_29780.p01"
"RmaAA213_t00150","","tRNA-Gly","4","4","1","1","2220","1","2030","","75","75","75","179fc4b66b5fe7c86a05d012dd5a340c_3951","2124b6b02b7cef79fdc244b38ecf46bc_7992","RmaAA213_t00150.r01","RmaAA338_t00160.r01"
"infA","","translation initiation factor IF-1","4","4","1","1","2300","1","2979","","218","218","218","179fc4b66b5fe7c86a05d012dd5a340c_3666","2124b6b02b7cef79fdc244b38ecf46bc_8316","RmaAA213_08970.p01","RmaAA338_08940.p01"
"rplN","","50S ribosomal protein L14","4","4","1","1","2312","1","2967","","368","368","368","179fc4b66b5fe7c86a05d012dd5a340c_3618","2124b6b02b7cef79fdc244b38ecf46bc_8364","RmaAA213_08850.p01","RmaAA338_08820.p01"
"efp","","translation elongation factor P","4","4","1","1","2496","1","2783","","578","578","578","179fc4b66b5fe7c86a05d012dd5a340c_2875","2124b6b02b7cef79fdc244b38ecf46bc_9092","RmaAA213_07010.p01","RmaAA338_07000.p01"
"rplP","","50S ribosomal protein L16","4","4","1","1","2315","1","2964","","434","434","434","179fc4b66b5fe7c86a05d012dd5a340c_3606","2124b6b02b7cef79fdc244b38ecf46bc_8376","RmaAA213_08820.p01","RmaAA338_08790.p01"
"RmaAA338_t00420","","tRNA-Leu","4","4","1","1","418","1","228","","86","86","86","179fc4b66b5fe7c86a05d012dd5a340c_10922","2124b6b02b7cef79fdc244b38ecf46bc_10671","RmaAA213_t00410.r01","RmaAA338_t00420.r01"
"rpsQ","","30S ribosomal protein S17","4","4","1","1","2313","1","2966","","305","305","305","179fc4b66b5fe7c86a05d012dd5a340c_3614","2124b6b02b7cef79fdc244b38ecf46bc_8368","RmaAA213_08840.p01","RmaAA338_08810.p01"
"RmaAA213_t00010","","tRNA-Ser","4","4","1","1","11","1","2086","","90","90","90","179fc4b66b5fe7c86a05d012dd5a340c_42","2124b6b02b7cef79fdc244b38ecf46bc_42","RmaAA213_t00010.r01","RmaAA338_t00010.r01"
"rpmG","","ribosomal protein L33","4","4","1","1","22","1","2097","","173","173","173","179fc4b66b5fe7c86a05d012dd5a340c_91","2124b6b02b7cef79fdc244b38ecf46bc_90","RmaAA213_00200.p01","RmaAA338_00200.p01"
"corA","","magnesium transport protein CorA","4","4","1","1","1144","1","954","","1091","1091","1091","179fc4b66b5fe7c86a05d012dd5a340c_7931","2124b6b02b7cef79fdc244b38ecf46bc_4140","RmaAA213_20400.p01","RmaAA338_20460.p01"
"rplW","","Ribosomal protein L25/L23","4","4","1","1","2320","1","2959","","302","302","302","179fc4b66b5fe7c86a05d012dd5a340c_3586","2124b6b02b7cef79fdc244b38ecf46bc_8396","RmaAA213_08770.p01","RmaAA338_08740.p01"
"rpsH","","30S ribosomal protein S8","4","4","1","1","2308","1","2971","","401","401","401","179fc4b66b5fe7c86a05d012dd5a340c_3634","2124b6b02b7cef79fdc244b38ecf46bc_8348","RmaAA213_08890.p01","RmaAA338_08860.p01"
"mraZ","","MraZ protein","4","4","1","1","287","1","97","","443","443","443","179fc4b66b5fe7c86a05d012dd5a340c_11468","2124b6b02b7cef79fdc244b38ecf46bc_11196","RmaAA213_28870.p01","RmaAA338_28850.p01"
"lgt","","prolipoprotein diacylglyceryl transferase","4","4","1","1","1405","1","1215","","920","920","920","179fc4b66b5fe7c86a05d012dd5a340c_6860","2124b6b02b7cef79fdc244b38ecf46bc_4925","RmaAA213_17790.p01","RmaAA338_17840.p01"
"rpmB","","50S ribosomal protein L28","4","4","1","1","23","1","2098","","236","236","236","179fc4b66b5fe7c86a05d012dd5a340c_95","2124b6b02b7cef79fdc244b38ecf46bc_94","RmaAA213_00210.p01","RmaAA338_00210.p01"
"rpsJ","","ribosomal protein S10","4","4","1","1","2323","1","2956","","308","308","308","179fc4b66b5fe7c86a05d012dd5a340c_3574","2124b6b02b7cef79fdc244b38ecf46bc_8407","RmaAA213_08740.p01","RmaAA338_08710.p01"
"rpsS","","ribosomal protein S19","4","4","1","1","2318","1","2961","","284","284","284","179fc4b66b5fe7c86a05d012dd5a340c_3594","2124b6b02b7cef79fdc244b38ecf46bc_8388","RmaAA213_08790.p01","RmaAA338_08760.p01"
"Rmar_0368","","hypothetical protein","4","4","1","1","2813","1","2466","","374","374","374","179fc4b66b5fe7c86a05d012dd5a340c_1586","2124b6b02b7cef79fdc244b38ecf46bc_1533","RmaAA213_03860.p01","RmaAA338_03730.p01"
"Rmar_1538","","hypothetical protein","4","4","1","1","1486","1","1296","Hypothetical protein with no hits to refseq/uniprot/clusters/cdd/tigrfams/pfam overlapping another protein with hits","209","209","209","179fc4b66b5fe7c86a05d012dd5a340c_6533","2124b6b02b7cef79fdc244b38ecf46bc_5210","RmaAA213_16980.p01","RmaAA338_17030.p01"
"RmaAA338_28420","","hypothetical protein","4","4","1","1","330","1","140","","302","302","302","179fc4b66b5fe7c86a05d012dd5a340c_11277","2124b6b02b7cef79fdc244b38ecf46bc_11018","RmaAA213_28440.p01","RmaAA338_28420.p01"
"RmaAA338_20470","","peptidase S66","4","4","1","1","1143","1","953","","941","941","941","179fc4b66b5fe7c86a05d012dd5a340c_7935","2124b6b02b7cef79fdc244b38ecf46bc_4136","RmaAA213_20410.p01","RmaAA338_20470.p01"
"RmaAA213_05520","","carbon monoxide dehydrogenase","4","4","1","1","2647","1","2632","","515","515","515","179fc4b66b5fe7c86a05d012dd5a340c_2265","2124b6b02b7cef79fdc244b38ecf46bc_2230","RmaAA213_05520.p01","RmaAA338_05500.p01"
"RmaAA338_t00390","","tRNA-Ala","4","4","1","1","796","1","606","","75","75","75","179fc4b66b5fe7c86a05d012dd5a340c_9431","2124b6b02b7cef79fdc244b38ecf46bc_2714","RmaAA213_t00380.r01","RmaAA338_t00390.r01"
"Rhom172_0838","","FeS assembly SUF system protein","4","4","1","1","988","1","798","","341","341","341","179fc4b66b5fe7c86a05d012dd5a340c_8593","2124b6b02b7cef79fdc244b38ecf46bc_3495","RmaAA213_21940.p01","RmaAA338_22000.p01"
"RmaAA338_t00360","","tRNA-Arg","4","4","1","1","922","1","732","","76","76","76","179fc4b66b5fe7c86a05d012dd5a340c_8887","2124b6b02b7cef79fdc244b38ecf46bc_3238","RmaAA213_t00350.r01","RmaAA338_t00360.r01"
"rpmD","","50S ribosomal protein L30","4","4","1","1","2304","1","2975","","200","200","200","179fc4b66b5fe7c86a05d012dd5a340c_3650","2124b6b02b7cef79fdc244b38ecf46bc_8332","RmaAA213_08930.p01","RmaAA338_08900.p01"
"RmaAA338_t00430","","tRNA-Asn","4","4","1","1","417","1","227","","74","75","74","179fc4b66b5fe7c86a05d012dd5a340c_10925","2124b6b02b7cef79fdc244b38ecf46bc_10674","RmaAA213_t00420.r01","RmaAA338_t00430.r01"
"paaY","","gamma carbonic anhydrase family protein","4","4","1","1","1483","1","1293","","569","569","569","179fc4b66b5fe7c86a05d012dd5a340c_6545","2124b6b02b7cef79fdc244b38ecf46bc_5197","RmaAA213_17010.p01","RmaAA338_17060.p01"
"rplK","","50S ribosomal protein L11","4","4","1","1","2039","1","1849","","440","440","440","179fc4b66b5fe7c86a05d012dd5a340c_4684","2124b6b02b7cef79fdc244b38ecf46bc_4380","RmaAA213_11510.p01","RmaAA338_11620.p01"
"Rhom172_2067","","reactive intermediate/imine deaminase","4","4","1","1","2351","1","2928","","398","398","398","179fc4b66b5fe7c86a05d012dd5a340c_3466","2124b6b02b7cef79fdc244b38ecf46bc_8510","RmaAA213_08460.p01","RmaAA338_08430.p01"
"rpsK","","30S ribosomal protein S11","4","4","1","1","2297","1","2982","","389","389","389","179fc4b66b5fe7c86a05d012dd5a340c_3678","2124b6b02b7cef79fdc244b38ecf46bc_8304","RmaAA213_09000.p01","RmaAA338_08970.p01"
"purH","","bifunctional purine biosynthesis protein PurH","4","4","1","1","1141","1","951","","1598","1598","1598","179fc4b66b5fe7c86a05d012dd5a340c_7943","2124b6b02b7cef79fdc244b38ecf46bc_4128","RmaAA213_20430.p01","RmaAA338_20490.p01"
"Rhom172_1729","","hypothetical protein","4","4","1","1","1241","1","1051","","254","254","254","179fc4b66b5fe7c86a05d012dd5a340c_7512","2124b6b02b7cef79fdc244b38ecf46bc_7139","RmaAA213_19430.p01","RmaAA338_19480.p01"
"RmaAA338_01340","","hypothetical protein","4","4","1","1","145","1","2220","","656","656","656","179fc4b66b5fe7c86a05d012dd5a340c_600","2124b6b02b7cef79fdc244b38ecf46bc_568","RmaAA213_01420.p01","RmaAA338_01340.p01"
"Rmar_2421","","putative toxin-antitoxin system toxin component, PIN family","4","4","1","1","590","1","400","","419","419","419","179fc4b66b5fe7c86a05d012dd5a340c_10272","2124b6b02b7cef79fdc244b38ecf46bc_9958","RmaAA213_25870.p01","RmaAA338_25900.p01"
"Rmar_0083","","hypothetical protein","4","4","1","1","89","1","2164","","317","317","317","179fc4b66b5fe7c86a05d012dd5a340c_359","2124b6b02b7cef79fdc244b38ecf46bc_345","RmaAA213_00860.p01","RmaAA338_00790.p01"
"RmaAA338_28280","","4Fe-4S ferredoxin","4","4","1","1","344","1","154","","356","356","356","179fc4b66b5fe7c86a05d012dd5a340c_11221","2124b6b02b7cef79fdc244b38ecf46bc_10964","RmaAA213_28300.p01","RmaAA338_28280.p01"
"RmaAA213_25260","","UPF0365 protein","4","4","1","1","651","1","461","","989","989","989","179fc4b66b5fe7c86a05d012dd5a340c_10028","2124b6b02b7cef79fdc244b38ecf46bc_9717","RmaAA213_25260.p01","RmaAA338_25300.p01"
"RmaAA213_29440","","hypothetical protein","4","4","1","1","230","1","40","","158","158","158","179fc4b66b5fe7c86a05d012dd5a340c_11690","2124b6b02b7cef79fdc244b38ecf46bc_11424","RmaAA213_29440.p01","RmaAA338_29410.p01"
"Rmar_2566","","hypothetical protein","4","4","1","1","431","1","241","","224","224","224","179fc4b66b5fe7c86a05d012dd5a340c_10875","2124b6b02b7cef79fdc244b38ecf46bc_10609","RmaAA213_27460.p01","RmaAA338_27440.p01"
"Rhom172_1359","","UDP-glucose 4-epimerase","4","4","1","1","1805","1","1615","","932","932","932","179fc4b66b5fe7c86a05d012dd5a340c_5598","2124b6b02b7cef79fdc244b38ecf46bc_5647","RmaAA213_13810.p01","RmaAA338_13820.p01"
"Rhom172_R0002","","tRNA-Cys","4","4","1","1","17","1","2092","","71","73","72","179fc4b66b5fe7c86a05d012dd5a340c_65","2124b6b02b7cef79fdc244b38ecf46bc_64","RmaAA213_t00020.r01","RmaAA338_t00020.r01"
"RmaAA213_20540","","hypothetical protein","4","4","1","1","1130","1","940","","527","530","529","179fc4b66b5fe7c86a05d012dd5a340c_7989","2124b6b02b7cef79fdc244b38ecf46bc_4083","RmaAA213_20540.p01","RmaAA338_20600.p01"
"Rmar_0191","","histidine triad nucleotide-binding protein","4","4","1","1","3009","1","2270","","347","347","347","179fc4b66b5fe7c86a05d012dd5a340c_828","2124b6b02b7cef79fdc244b38ecf46bc_730","RmaAA213_01910.p01","RmaAA338_01790.p01"
"Rhom172_2401","","hypothetical protein","4","4","1","1","610","1","420","","305","305","305","179fc4b66b5fe7c86a05d012dd5a340c_10191","2124b6b02b7cef79fdc244b38ecf46bc_9877","RmaAA213_25670.p01","RmaAA338_25710.p01"
"cas2_2","","CRISPR-associated protein Cas2","4","4","1","1","1394","1","1204","","266","266","266","179fc4b66b5fe7c86a05d012dd5a340c_6907","2124b6b02b7cef79fdc244b38ecf46bc_4843","RmaAA213_17900.p01","RmaAA338_17950.p01"
"rplO","","ribosomal protein L15","4","4","1","1","2303","1","2976","","461","461","461","179fc4b66b5fe7c86a05d012dd5a340c_3654","2124b6b02b7cef79fdc244b38ecf46bc_8328","RmaAA213_08940.p01","RmaAA338_08910.p01"
"RmaAA338_t00190","","tRNA-Thr","4","4","1","1","2046","1","1856","","74","75","74","179fc4b66b5fe7c86a05d012dd5a340c_4656","2124b6b02b7cef79fdc244b38ecf46bc_4352","RmaAA213_t00180.r01","RmaAA338_t00190.r01"
"ruvB","","Holliday junction DNA helicase RuvB","4","4","1","1","342","1","152","","1022","1022","1022","179fc4b66b5fe7c86a05d012dd5a340c_11229","2124b6b02b7cef79fdc244b38ecf46bc_10972","RmaAA213_28320.p01","RmaAA338_28300.p01"
"RmaAA213_20950","","protein of unknown function DUF74","4","4","1","1","1089","1","899","","326","326","326","179fc4b66b5fe7c86a05d012dd5a340c_8163","2124b6b02b7cef79fdc244b38ecf46bc_3908","RmaAA213_20950.p01","RmaAA338_21010.p01"
"Rmar_R0027","","tRNA-Leu","4","4","1","1","1948","1","1758","","86","86","86","179fc4b66b5fe7c86a05d012dd5a340c_4997","2124b6b02b7cef79fdc244b38ecf46bc_6751","RmaAA213_t00230.r01","RmaAA338_t00240.r01"
"Rmar_R0029","","tRNA-Pro","4","4","1","1","1862","1","1672","","76","76","76","179fc4b66b5fe7c86a05d012dd5a340c_5354","2124b6b02b7cef79fdc244b38ecf46bc_5413","RmaAA213_t00250.r01","RmaAA338_t00260.r01"
"RmaAA213_t00430","","tRNA-Val","4","4","1","1","370","1","180","","75","76","75","179fc4b66b5fe7c86a05d012dd5a340c_11121","2124b6b02b7cef79fdc244b38ecf46bc_10863","RmaAA213_t00430.r01","RmaAA338_t00440.r01"
"Rhom172_0972","","peptidase M24","4","4","1","1","1122","1","932","","1118","1118","1118","179fc4b66b5fe7c86a05d012dd5a340c_8025","2124b6b02b7cef79fdc244b38ecf46bc_4046","RmaAA213_20620.p01","RmaAA338_20680.p01"
"RmaAA213_18260","","hypothetical protein","4","4","1","1","1358","1","1168","","437","437","437","179fc4b66b5fe7c86a05d012dd5a340c_7028","2124b6b02b7cef79fdc244b38ecf46bc_4694","RmaAA213_18260.p01","RmaAA338_18310.p01"
"RmaAA213_28710","","ABC transporter substrate-binding protein","4","4","1","1","303","1","113","","614","614","614","179fc4b66b5fe7c86a05d012dd5a340c_11404","2124b6b02b7cef79fdc244b38ecf46bc_11130","RmaAA213_28710.p01","RmaAA338_28690.p01"
"rpsR","","30S ribosomal protein S18","4","4","1","1","2571","1","2708","","197","197","197","179fc4b66b5fe7c86a05d012dd5a340c_2561","2124b6b02b7cef79fdc244b38ecf46bc_2476","RmaAA213_06280.p01","RmaAA338_06260.p01"
