"Gene","Non-unique Gene name","Annotation","No. isolates","No. sequences","Avg sequences per isolate","Genome Fragment","Order within Fragment","Accessory Fragment","Accessory Order with Fragment","QC","Min group size nuc","Max group size nuc","Avg group size nuc","GCA_000145615.1","GCA_000189775.3","GCA_000307585.2","GCA_000328545.1","GCA_002250075.1"
"Tthe_2556","","putative membrane protein","3","3","1","","","","","","338","338","338","ad4372dd6c0e02f4056d5abcc058849f_10159","","","5840733bfae2da7714a13ada5e214277_10416","Thert_01144.p01"
"Thethe_02612","","cytochrome b subunit of the bc complex","3","3","1","","","","","","374","374","374","ad4372dd6c0e02f4056d5abcc058849f_10162","","","5840733bfae2da7714a13ada5e214277_10420","Thert_01145.p01"
"Thert_01146","","glycosyl transferase family 2","3","3","1","","","","","","707","707","707","ad4372dd6c0e02f4056d5abcc058849f_10166","","","5840733bfae2da7714a13ada5e214277_10424","Thert_01146.p01"
"Tthe_2183","","putative DNA modification/repair radical SAM protein","3","3","1","","","","","","1274","1274","1274","ad4372dd6c0e02f4056d5abcc058849f_8693","","","5840733bfae2da7714a13ada5e214277_8948","Thert_00678.p01"
"Thert_00679","","DNA metabolism protein","3","3","1","","","","","","734","734","734","ad4372dd6c0e02f4056d5abcc058849f_8697","","","5840733bfae2da7714a13ada5e214277_8952","Thert_00679.p01"
"Thethe_02634","","D-3-phosphoglycerate dehydrogenase","3","3","1","","","","","","1601","1601","1601","ad4372dd6c0e02f4056d5abcc058849f_10305","","","5840733bfae2da7714a13ada5e214277_10514","Thert_01176.p01"
"Thethe_02639","","threonine synthase","3","3","1","","","","","","1055","1055","1055","ad4372dd6c0e02f4056d5abcc058849f_10326","","","5840733bfae2da7714a13ada5e214277_10535","Thert_01183.p01"
"Thert_01185","","ACT domain-containing protein","3","3","1","","","","","","440","440","440","ad4372dd6c0e02f4056d5abcc058849f_10334","","","5840733bfae2da7714a13ada5e214277_10543","Thert_01185.p01"
"Thethe_02648","","transcriptional regulator","3","3","1","","","","","","443","443","443","ad4372dd6c0e02f4056d5abcc058849f_10363","","","5840733bfae2da7714a13ada5e214277_10574","Thert_01193.p01"
"Thert_01194","","hypothetical protein","3","3","1","","","","","","137","137","137","ad4372dd6c0e02f4056d5abcc058849f_10367","","","5840733bfae2da7714a13ada5e214277_10578","Thert_01194.p01"
"Thethe_02650","","Cl-channel voltage-gated family protein","3","3","1","","","","","","1565","1565","1565","ad4372dd6c0e02f4056d5abcc058849f_10371","","","5840733bfae2da7714a13ada5e214277_10582","Thert_01195.p01"
"Tthe_2612","","CRISPR-associated endonuclease Cas1","3","3","1","","","","","","992","992","992","ad4372dd6c0e02f4056d5abcc058849f_10383","","","5840733bfae2da7714a13ada5e214277_10607","Thert_01201.p01"
"Thert_01202","","CRISPR-associated protein Cas4","3","3","1","","","","","","497","497","497","ad4372dd6c0e02f4056d5abcc058849f_10387","","","5840733bfae2da7714a13ada5e214277_10611","Thert_01202.p01"
"Thert_01209","","CRISPR-associated endoribonuclease Cas5","3","3","1","","","","","","713","713","713","ad4372dd6c0e02f4056d5abcc058849f_10418","","","5840733bfae2da7714a13ada5e214277_10629","Thert_01209.p01"
"Thethe_02663","","CRISPR-associated protein, TM1802 family","3","3","1","","","","","","1760","1760","1760","ad4372dd6c0e02f4056d5abcc058849f_10426","","","5840733bfae2da7714a13ada5e214277_10637","Thert_01211.p01"
"Thethe_02664","","CRISPR-associated protein Cas6","3","3","1","","","","","","740","740","740","ad4372dd6c0e02f4056d5abcc058849f_10430","","","5840733bfae2da7714a13ada5e214277_10641","Thert_01212.p01"
"Tthe_2625","","hypothetical protein","3","3","1","","","","","","365","365","365","ad4372dd6c0e02f4056d5abcc058849f_10434","","","5840733bfae2da7714a13ada5e214277_10645","Thert_01213.p01"
"Tthe_2258","","L-threonine-O-3-phosphate decarboxylase","3","3","1","","","","","","1049","1049","1049","ad4372dd6c0e02f4056d5abcc058849f_9005","","","5840733bfae2da7714a13ada5e214277_9284","Thert_00780.p01"
"Thert_01214","","putative RAMP superfamily protein probably involved in DNA repair","3","3","1","","","","","","854","854","854","ad4372dd6c0e02f4056d5abcc058849f_10438","","","5840733bfae2da7714a13ada5e214277_10649","Thert_01214.p01"
"Thert_01218","","hypothetical protein","3","3","1","","","","","","449","449","449","ad4372dd6c0e02f4056d5abcc058849f_10450","","","5840733bfae2da7714a13ada5e214277_10662","Thert_01218.p01"
"Thethe_02670","","RAMP superfamily protein","3","3","1","","","","","","1121","1121","1121","ad4372dd6c0e02f4056d5abcc058849f_10454","","","5840733bfae2da7714a13ada5e214277_10666","Thert_01219.p01"
"Tthe_2634","","uncharacterized protein","3","3","1","","","","","","395","395","395","ad4372dd6c0e02f4056d5abcc058849f_10470","","","5840733bfae2da7714a13ada5e214277_10679","Thert_01225.p01"
"Tthe_2636","","cysteine desulfurase, SufS subfamily","3","3","1","","","","","","1226","1226","1226","ad4372dd6c0e02f4056d5abcc058849f_10478","","","5840733bfae2da7714a13ada5e214277_10687","Thert_01227.p01"
"Thert_01228","","SufBD protein","3","3","1","","","","","","1166","1166","1166","ad4372dd6c0e02f4056d5abcc058849f_10482","","","5840733bfae2da7714a13ada5e214277_10691","Thert_01228.p01"
"Thert_01232","","Co-chaperonin GroES","3","3","1","","","","","","284","284","284","ad4372dd6c0e02f4056d5abcc058849f_10494","","","5840733bfae2da7714a13ada5e214277_10703","Thert_01232.p01"
"Thethe_02682","","small acid-soluble spore protein, H-type","3","3","1","","","","","","191","191","191","ad4372dd6c0e02f4056d5abcc058849f_10502","","","5840733bfae2da7714a13ada5e214277_10711","Thert_01234.p01"
"Thert_00781","","alpha-ribazole kinase","3","3","1","","","","","","740","743","741","ad4372dd6c0e02f4056d5abcc058849f_9009","","","5840733bfae2da7714a13ada5e214277_9288","Thert_00781.p01"
"Tthe_2683","","YycH protein","3","3","1","","","","","","1253","1253","1253","ad4372dd6c0e02f4056d5abcc058849f_10666","","","5840733bfae2da7714a13ada5e214277_10839","Thert_01271.p01"
"Thert_01272","","hypothetical protein","3","3","1","","","","","","395","395","395","ad4372dd6c0e02f4056d5abcc058849f_10671","","","5840733bfae2da7714a13ada5e214277_10844","Thert_01272.p01"
"Thert_01275","","conserved hypothetical protein","3","3","1","","","","","","815","815","815","ad4372dd6c0e02f4056d5abcc058849f_10684","","","5840733bfae2da7714a13ada5e214277_10858","Thert_01275.p01"
"Thert_01277","","metalloendopeptidase-like membrane protein","3","3","1","","","","","","1265","1265","1265","ad4372dd6c0e02f4056d5abcc058849f_10688","","","5840733bfae2da7714a13ada5e214277_10863","Thert_01277.p01"
"Thethe_02720","","primosome, DnaD subunit","3","3","1","","","","","","971","971","971","ad4372dd6c0e02f4056d5abcc058849f_10692","","","5840733bfae2da7714a13ada5e214277_10867","Thert_01278.p01"
"Thethe_02721","","DNA replication protein","3","3","1","","","","","","980","980","980","ad4372dd6c0e02f4056d5abcc058849f_10696","","","5840733bfae2da7714a13ada5e214277_10871","Thert_01279.p01"
"Thert_01328","","adenylosuccinate synthetase","3","3","1","","","","","","1286","1286","1286","ad4372dd6c0e02f4056d5abcc058849f_10781","","","5840733bfae2da7714a13ada5e214277_10917","Thert_01328.p01"
"Thethe_02737","","FAD-dependent dehydrogenase","3","3","1","","","","","","1382","1382","1382","ad4372dd6c0e02f4056d5abcc058849f_10785","","","5840733bfae2da7714a13ada5e214277_10921","Thert_01330.p01"
"Thert_01331","","membrane protein","3","3","1","","","","","","767","767","767","ad4372dd6c0e02f4056d5abcc058849f_10789","","","5840733bfae2da7714a13ada5e214277_10925","Thert_01331.p01"
"Thert_01333","","membrane protein","3","3","1","","","","","","416","416","416","ad4372dd6c0e02f4056d5abcc058849f_10793","","","5840733bfae2da7714a13ada5e214277_10930","Thert_01333.p01"
"Thethe_02740","","methyl-accepting chemotaxis protein","3","3","1","","","","","","1244","1244","1244","ad4372dd6c0e02f4056d5abcc058849f_10797","","","5840733bfae2da7714a13ada5e214277_10935","Thert_01334.p01"
"Tthe_2720","","XapX domain protein","3","3","1","","","","","","170","170","170","ad4372dd6c0e02f4056d5abcc058849f_10801","","","5840733bfae2da7714a13ada5e214277_10940","Thert_01335.p01"
"Tthe_2294","","RNA methyltransferase","3","3","1","","","","","","137","1139","805","ad4372dd6c0e02f4056d5abcc058849f_9156","","","5840733bfae2da7714a13ada5e214277_9445","Thert_00815.p01"
"Tthe_2721","","integral membrane sensor signal transduction histidine kinase","3","3","1","","","","","","1367","1367","1367","ad4372dd6c0e02f4056d5abcc058849f_10805","","","5840733bfae2da7714a13ada5e214277_10944","Thert_01337.p01"
"Thert_01338","","response regulator with CheY-like receiver domain and winged-helix DNA-binding domain","3","3","1","","","","","","674","674","674","ad4372dd6c0e02f4056d5abcc058849f_10809","","","5840733bfae2da7714a13ada5e214277_10948","Thert_01338.p01"
"Tthe_2724","","magnesium transporter","3","3","1","","","","","","1250","1250","1250","ad4372dd6c0e02f4056d5abcc058849f_10817","","","5840733bfae2da7714a13ada5e214277_10958","Thert_01341.p01"
"Thert_01342","","transcriptional regulator, Crp/Fnr family","3","3","1","","","","","","677","677","677","ad4372dd6c0e02f4056d5abcc058849f_10829","","","5840733bfae2da7714a13ada5e214277_10962","Thert_01342.p01"
"Thert_01344","","ribosomal protein L9","3","3","1","","","","","","443","443","443","ad4372dd6c0e02f4056d5abcc058849f_10837","","","5840733bfae2da7714a13ada5e214277_10971","Thert_01344.p01"
"Thert_01345","","phosphoesterase domain protein","3","3","1","","","","","","1967","1967","1967","ad4372dd6c0e02f4056d5abcc058849f_10841","","","5840733bfae2da7714a13ada5e214277_10975","Thert_01345.p01"
"Thethe_02751","","Protein of unknown function DUF2232, membrane","3","3","1","","","","","","896","896","896","ad4372dd6c0e02f4056d5abcc058849f_10845","","","5840733bfae2da7714a13ada5e214277_10980","Thert_01347.p01"
"Tthe_2732","","MazG-like family","3","3","1","","","","","","299","299","299","ad4372dd6c0e02f4056d5abcc058849f_10849","","","5840733bfae2da7714a13ada5e214277_10984","Thert_01348.p01"
"Thethe_02754","","single-strand binding protein","3","3","1","","","","","","446","446","446","ad4372dd6c0e02f4056d5abcc058849f_10857","","","5840733bfae2da7714a13ada5e214277_10992","Thert_01350.p01"
"Tthe_2737","","MscS Mechanosensitive ion channel","3","3","1","","","","","","887","887","887","ad4372dd6c0e02f4056d5abcc058849f_10869","","","5840733bfae2da7714a13ada5e214277_11004","Thert_01354.p01"
"Thethe_02758","","Colicin V production protein","3","3","1","","","","","","536","536","536","ad4372dd6c0e02f4056d5abcc058849f_10873","","","5840733bfae2da7714a13ada5e214277_11008","Thert_01355.p01"
"Tthe_2739","","putative sporulation protein YyaC","3","3","1","","","","","","554","554","554","ad4372dd6c0e02f4056d5abcc058849f_10877","","","5840733bfae2da7714a13ada5e214277_11012","Thert_01356.p01"
"Tthe_2740","","cyanophycin synthetase","3","3","1","","","","","","2627","2627","2627","ad4372dd6c0e02f4056d5abcc058849f_10881","","","5840733bfae2da7714a13ada5e214277_11016","Thert_01358.p01"
"Tthe_2741","","cyanophycinase","3","3","1","","","","","","821","821","821","ad4372dd6c0e02f4056d5abcc058849f_10885","","","5840733bfae2da7714a13ada5e214277_11020","Thert_01360.p01"
"Tthe_2742","","conserved protein of unknown function BmrU","3","3","1","","","","","","872","872","872","ad4372dd6c0e02f4056d5abcc058849f_10889","","","5840733bfae2da7714a13ada5e214277_11024","Thert_01361.p01"
"Tthe_2743","","hypothetical protein","3","3","1","","","","","","503","503","503","ad4372dd6c0e02f4056d5abcc058849f_10893","","","5840733bfae2da7714a13ada5e214277_11028","Thert_01362.p01"
"Thert_01364","","cysteine desulfurase family protein","3","3","1","","","","","","1148","1148","1148","ad4372dd6c0e02f4056d5abcc058849f_10897","","","5840733bfae2da7714a13ada5e214277_11032","Thert_01364.p01"
"Thert_01365","","radical SAM domain protein","3","3","1","","","","","","1298","1298","1298","ad4372dd6c0e02f4056d5abcc058849f_10901","","","5840733bfae2da7714a13ada5e214277_11036","Thert_01365.p01"
"Thert_01366","","ParB-like partition protein","3","3","1","","","","","","839","839","839","ad4372dd6c0e02f4056d5abcc058849f_10905","","","5840733bfae2da7714a13ada5e214277_11040","Thert_01366.p01"
"Thert_01367","","cobyrinic acid a,c-diamide synthase","3","3","1","","","","","","779","779","779","ad4372dd6c0e02f4056d5abcc058849f_10909","","","5840733bfae2da7714a13ada5e214277_11044","Thert_01367.p01"
"Thert_01370","","methyltransferase GidB","3","3","1","","","","","","722","722","722","ad4372dd6c0e02f4056d5abcc058849f_10921","","","5840733bfae2da7714a13ada5e214277_11056","Thert_01370.p01"
"Thethe_02771","","glucose inhibited division protein A","3","3","1","","","","","","1871","1871","1871","ad4372dd6c0e02f4056d5abcc058849f_10924","","","5840733bfae2da7714a13ada5e214277_11061","Thert_01371.p01"
"Thert_01373","","tRNA modification GTPase TrmE","3","3","1","","","","","","1376","1376","1376","ad4372dd6c0e02f4056d5abcc058849f_10928","","","5840733bfae2da7714a13ada5e214277_11065","Thert_01373.p01"
"Tthe_2753","","single-stranded nucleic acid binding R3H domain protein","3","3","1","","","","","","620","620","620","ad4372dd6c0e02f4056d5abcc058849f_10932","","","5840733bfae2da7714a13ada5e214277_11069","Thert_01375.p01"
"Tthe_2754","","membrane protein insertase, YidC/Oxa1 family","3","3","1","","","","","","656","656","656","ad4372dd6c0e02f4056d5abcc058849f_10936","","","5840733bfae2da7714a13ada5e214277_11073","Thert_01376.p01"
"Tthe_2755","","hypothetical protein","3","3","1","","","","","","209","209","209","ad4372dd6c0e02f4056d5abcc058849f_10940","","","5840733bfae2da7714a13ada5e214277_11078","Thert_01377.p01"
"Thethe_02776","","ribonuclease P protein component","3","3","1","","","","","","374","374","374","ad4372dd6c0e02f4056d5abcc058849f_10944","","","5840733bfae2da7714a13ada5e214277_11082","Thert_01378.p01"
"Thert_00832","","hypothetical protein","3","3","1","","","","","","332","911","549","ad4372dd6c0e02f4056d5abcc058849f_9311","","Tsac_0099.p01","","Thert_00832.p01"
"Tthe_2345","","5'-Nucleotidase domain-containing protein","3","3","1","1","1643","1","400","","3626","3626","3626","ad4372dd6c0e02f4056d5abcc058849f_9344","af9d275dc4cc622cb84d6cc9ce503ea4_8215","Tsac_0104.p01","",""
"Tthe_2372","","monosaccharide-transporting ATPase","3","3","1","","","","","","875","1070","1005","ad4372dd6c0e02f4056d5abcc058849f_9447","","","5840733bfae2da7714a13ada5e214277_9658","Thert_00902.p01"
"Thert_00903","","chemotaxis protein","3","3","1","","","","","","869","1601","1350","ad4372dd6c0e02f4056d5abcc058849f_9451","","","5840733bfae2da7714a13ada5e214277_9662","Thert_00903.p01"
"Thert_00936","","glycosyl hydrolase family 88","3","3","1","","","","","","1085","1094","1089","ad4372dd6c0e02f4056d5abcc058849f_9566","","","5840733bfae2da7714a13ada5e214277_9759","Thert_00936.p01"
"Thethe_02468","","conserved hypothetical protein","3","3","1","","","","","","1568","1568","1568","ad4372dd6c0e02f4056d5abcc058849f_9631","","","5840733bfae2da7714a13ada5e214277_9825","Thert_00954.p01"
"Tthe_2423","","membrane protein implicated in regulation of membrane protease activity","3","3","1","","","","","","392","434","413","ad4372dd6c0e02f4056d5abcc058849f_9652","","","5840733bfae2da7714a13ada5e214277_9848","Thert_00960.p01"
"Thert_01000","","hypothetical protein","3","3","1","","","","","","410","410","410","ad4372dd6c0e02f4056d5abcc058849f_9663","","","5840733bfae2da7714a13ada5e214277_9900","Thert_01000.p01"
"Thethe_02502","","heavy metal-translocating P-type ATPase, Cd/Co/Hg/Pb/Zn-transporting","3","3","1","","","","","","2093","2093","2093","ad4372dd6c0e02f4056d5abcc058849f_9723","","","5840733bfae2da7714a13ada5e214277_9960","Thert_01018.p01"
"Tthe_2449","","cobalamin (vitamin B12) biosynthesis protein","3","3","1","","","","","","692","692","692","ad4372dd6c0e02f4056d5abcc058849f_9748","","","5840733bfae2da7714a13ada5e214277_10013","Thert_01030.p01"
"Thethe_02517","","cobalt ABC transporter","3","3","1","","","","","","728","728","728","ad4372dd6c0e02f4056d5abcc058849f_9761","","","5840733bfae2da7714a13ada5e214277_10026","Thert_01033.p01"
"Thethe_02537","","xylulokinase","3","3","1","","","","","","1502","1502","1502","ad4372dd6c0e02f4056d5abcc058849f_9900","","","5840733bfae2da7714a13ada5e214277_10104","Thert_01051.p01"
"Thert_01061","","G-D-S-L family lipolytic protein","3","3","1","","","","","","680","725","709","ad4372dd6c0e02f4056d5abcc058849f_9924","","","5840733bfae2da7714a13ada5e214277_10135","Thert_01061.p01"
"Tthe_2501","","methyl-accepting chemotaxis protein","3","3","1","","","","","","1976","1976","1976","ad4372dd6c0e02f4056d5abcc058849f_9940","","","5840733bfae2da7714a13ada5e214277_10161","Thert_01067.p01"
"Thethe_02574","","amino acid permease-associated region","3","3","1","","","","","","725","1526","1259","ad4372dd6c0e02f4056d5abcc058849f_10025","","","5840733bfae2da7714a13ada5e214277_10257","Thert_01093.p01"
"Thert_01128","","N-acetylmuramoyl-L-alanine amidase","3","3","1","","","","","","1430","1430","1430","ad4372dd6c0e02f4056d5abcc058849f_10110","","","5840733bfae2da7714a13ada5e214277_10347","Thert_01128.p01"
"Thert_01136","","hypothetical protein","3","3","1","","","","","","236","323","281","ad4372dd6c0e02f4056d5abcc058849f_10131","","","5840733bfae2da7714a13ada5e214277_10386","Thert_01136.p01"
"Thert_01142","","hypothetical protein","3","3","1","","","","","","932","932","932","ad4372dd6c0e02f4056d5abcc058849f_10151","","","5840733bfae2da7714a13ada5e214277_10407","Thert_01142.p01"
"Thert_01210","","CRISPR-associated protein, Csh2 family","3","3","1","","","","","","911","911","911","ad4372dd6c0e02f4056d5abcc058849f_10422","","","5840733bfae2da7714a13ada5e214277_10633","Thert_01210.p01"
"Tthe_2661","","hypothetical protein","3","3","1","","","","","","1142","1142","1142","ad4372dd6c0e02f4056d5abcc058849f_10578","","Tsac_0426.p01","5840733bfae2da7714a13ada5e214277_10770",""
"Thexy_2356","","protein of unknown function DUF1646","3","3","1","1","1299","1","56","","1052","1052","1052","ad4372dd6c0e02f4056d5abcc058849f_10755","af9d275dc4cc622cb84d6cc9ce503ea4_9645","Tsac_0455.p01","",""
