"Gene","Non-unique Gene name","Annotation","No. isolates","No. sequences","Avg sequences per isolate","Genome Fragment","Order within Fragment","Accessory Fragment","Accessory Order with Fragment","QC","Min group size nuc","Max group size nuc","Avg group size nuc","GCA_001399775.1","GCA_018771645.1","GCA_028472205.1"
"GO600_09045","","ADP-ribosylglycohydrolase family protein","2","2","1","1","1423","1","1755","","776","776","776","","1a7f36f5a39ec6a4fe158fba3bbbf404_5773","1147bcd2e8bc16dabca75e70b6a67ef2_7072"
"KNN15_07355","","2-phosphosulfolactate phosphatase","2","2","1","1","1424","1","1756","","746","746","746","","1a7f36f5a39ec6a4fe158fba3bbbf404_5777","1147bcd2e8bc16dabca75e70b6a67ef2_7068"
"KNN15_07360","","cyclic nucleotide-binding domain-containing protein","2","2","1","1","1425","1","1757","","650","650","650","","1a7f36f5a39ec6a4fe158fba3bbbf404_5781","1147bcd2e8bc16dabca75e70b6a67ef2_7064"
"KNN15_07365","","ATP-binding cassette domain-containing protein","2","2","1","1","1426","1","1758","","629","629","629","","1a7f36f5a39ec6a4fe158fba3bbbf404_5785","1147bcd2e8bc16dabca75e70b6a67ef2_7060"
"KNN15_11830","","hypothetical protein","2","2","1","1","2148","1","998","","329","422","375","","1a7f36f5a39ec6a4fe158fba3bbbf404_9297","1147bcd2e8bc16dabca75e70b6a67ef2_4110"
"KNN15_07370","","purine-nucleoside phosphorylase","2","2","1","1","1427","1","1759","","707","707","707","","1a7f36f5a39ec6a4fe158fba3bbbf404_5789","1147bcd2e8bc16dabca75e70b6a67ef2_7056"
"GO600_09020","","enoyl-CoA hydratase/isomerase family protein","2","2","1","1","1428","1","1760","","821","821","821","","1a7f36f5a39ec6a4fe158fba3bbbf404_5793","1147bcd2e8bc16dabca75e70b6a67ef2_7052"
"KNN15_07380","","HD domain-containing protein","2","2","1","1","1429","1","1761","","875","875","875","","1a7f36f5a39ec6a4fe158fba3bbbf404_5797","1147bcd2e8bc16dabca75e70b6a67ef2_7048"
"KNN15_07390","","phosphoglucomutase","2","2","1","1","1431","1","1763","","896","896","896","","1a7f36f5a39ec6a4fe158fba3bbbf404_5805","1147bcd2e8bc16dabca75e70b6a67ef2_7040"
"GO600_09000","","AAA family ATPase","2","2","1","1","1432","1","1764","","2126","2126","2126","","1a7f36f5a39ec6a4fe158fba3bbbf404_5809","1147bcd2e8bc16dabca75e70b6a67ef2_7036"
"GO600_08995","","hypothetical protein","2","2","1","1","1433","1","1765","","725","725","725","","1a7f36f5a39ec6a4fe158fba3bbbf404_5813","1147bcd2e8bc16dabca75e70b6a67ef2_7032"
"KNN15_07405","","disulfide bond formation protein B","2","2","1","1","1434","1","1766","","419","419","419","","1a7f36f5a39ec6a4fe158fba3bbbf404_5817","1147bcd2e8bc16dabca75e70b6a67ef2_7028"
"ftsY","","signal recognition particle-docking protein FtsY","2","2","1","1","1438","1","1770","","914","914","914","","1a7f36f5a39ec6a4fe158fba3bbbf404_5823","1147bcd2e8bc16dabca75e70b6a67ef2_7012"
"GO600_08955","","hypothetical protein","2","2","1","1","1441","1","1773","","440","440","440","","1a7f36f5a39ec6a4fe158fba3bbbf404_5827","1147bcd2e8bc16dabca75e70b6a67ef2_7000"
"GO600_05235","","hypothetical protein","2","2","1","1","2155","1","991","","581","632","606","","1a7f36f5a39ec6a4fe158fba3bbbf404_9325","1147bcd2e8bc16dabca75e70b6a67ef2_4082"
"lptB","","LPS export ABC transporter ATP-binding protein","2","2","1","1","1442","1","1774","","728","728","728","","1a7f36f5a39ec6a4fe158fba3bbbf404_5835","1147bcd2e8bc16dabca75e70b6a67ef2_6994"
"KNN15_07435","","DUF3084 domain-containing protein","2","2","1","1","1443","1","1775","","1385","1385","1385","","1a7f36f5a39ec6a4fe158fba3bbbf404_5839","1147bcd2e8bc16dabca75e70b6a67ef2_6990"
"prmC","","peptide chain release factor N(5)-glutamine methyltransferase","2","2","1","1","1444","1","1776","","857","857","857","","1a7f36f5a39ec6a4fe158fba3bbbf404_5843","1147bcd2e8bc16dabca75e70b6a67ef2_6986"
"KNN15_07445","","KH domain-containing protein","2","2","1","1","1445","1","1777","","590","590","590","","1a7f36f5a39ec6a4fe158fba3bbbf404_5847","1147bcd2e8bc16dabca75e70b6a67ef2_6982"
"yidC","","membrane protein insertase YidC","2","2","1","1","1446","1","1778","","1295","1295","1295","","1a7f36f5a39ec6a4fe158fba3bbbf404_5851","1147bcd2e8bc16dabca75e70b6a67ef2_6978"
"yidD","","membrane protein insertion efficiency factor YidD","2","2","1","1","1447","1","1779","","257","257","257","","1a7f36f5a39ec6a4fe158fba3bbbf404_5855","1147bcd2e8bc16dabca75e70b6a67ef2_6974"
"rpmH","","50S ribosomal protein L34","2","2","1","1","1448","1","1780","","146","146","146","","1a7f36f5a39ec6a4fe158fba3bbbf404_5863","1147bcd2e8bc16dabca75e70b6a67ef2_6968"
"KNN15_12340","","YeeE/YedE family protein","2","2","1","1","2190","1","956","","1205","1205","1205","","1a7f36f5a39ec6a4fe158fba3bbbf404_9701","1147bcd2e8bc16dabca75e70b6a67ef2_3937"
"KNN15_07495","","ABC transporter ATP-binding protein","2","2","1","1","1454","1","1786","","830","830","830","","1a7f36f5a39ec6a4fe158fba3bbbf404_5885","1147bcd2e8bc16dabca75e70b6a67ef2_6944"
"GO600_08875","","RluA family pseudouridine synthase","2","2","1","1","1455","1","1787","","932","941","936","","1a7f36f5a39ec6a4fe158fba3bbbf404_5889","1147bcd2e8bc16dabca75e70b6a67ef2_6940"
"GO600_08870","","aminotransferase class I/II-fold pyridoxal phosphate-dependent enzyme","2","2","1","1","1456","1","1788","","1193","1193","1193","","1a7f36f5a39ec6a4fe158fba3bbbf404_5893","1147bcd2e8bc16dabca75e70b6a67ef2_6936"
"KNN15_07510","","deoxyguanosinetriphosphate triphosphohydrolase","2","2","1","1","1457","1","1789","","1130","1130","1130","","1a7f36f5a39ec6a4fe158fba3bbbf404_5897","1147bcd2e8bc16dabca75e70b6a67ef2_6932"
"fabF","","beta-ketoacyl-ACP synthase II","2","2","1","1","1458","1","1790","","1226","1226","1226","","1a7f36f5a39ec6a4fe158fba3bbbf404_5901","1147bcd2e8bc16dabca75e70b6a67ef2_6928"
"acpP","","acyl carrier protein","2","2","1","1","1459","1","1791","","242","242","242","","1a7f36f5a39ec6a4fe158fba3bbbf404_5905","1147bcd2e8bc16dabca75e70b6a67ef2_6924"
"fabG","","3-oxoacyl-[acyl-carrier-protein] reductase","2","2","1","1","1460","1","1792","","737","737","737","","1a7f36f5a39ec6a4fe158fba3bbbf404_5909","1147bcd2e8bc16dabca75e70b6a67ef2_6920"
"fabD","","ACP S-malonyltransferase","2","2","1","1","1461","1","1793","","917","917","917","","1a7f36f5a39ec6a4fe158fba3bbbf404_5913","1147bcd2e8bc16dabca75e70b6a67ef2_6916"
"GO600_04980","","metal-dependent transcriptional regulator","2","2","1","1","944","1","944","","671","671","671","","1a7f36f5a39ec6a4fe158fba3bbbf404_9725","1147bcd2e8bc16dabca75e70b6a67ef2_3885"
"fabH","","ketoacyl-ACP synthase III","2","2","1","1","1462","1","1794","","968","968","968","","1a7f36f5a39ec6a4fe158fba3bbbf404_5917","1147bcd2e8bc16dabca75e70b6a67ef2_6912"
"rpmF","","50S ribosomal protein L32","2","2","1","1","1463","1","1795","","182","182","182","","1a7f36f5a39ec6a4fe158fba3bbbf404_5921","1147bcd2e8bc16dabca75e70b6a67ef2_6908"
"KNN15_07545","","DUF177 domain-containing protein","2","2","1","1","1464","1","1796","","536","536","536","","1a7f36f5a39ec6a4fe158fba3bbbf404_5925","1147bcd2e8bc16dabca75e70b6a67ef2_6904"
"rocF","","arginase","2","2","1","1","1467","1","1799","","881","890","885","","1a7f36f5a39ec6a4fe158fba3bbbf404_5929","1147bcd2e8bc16dabca75e70b6a67ef2_6892"
"GO600_08810","","hypothetical protein","2","2","1","1","1468","1","1800","","383","383","383","","1a7f36f5a39ec6a4fe158fba3bbbf404_5933","1147bcd2e8bc16dabca75e70b6a67ef2_6888"
"KNN15_07560","","NADH-quinone oxidoreductase subunit N","2","2","1","1","1469","1","1801","","1289","1289","1289","","1a7f36f5a39ec6a4fe158fba3bbbf404_5937","1147bcd2e8bc16dabca75e70b6a67ef2_6884"
"KNN15_07565","","NADH-quinone oxidoreductase subunit M","2","2","1","1","1470","1","1802","","1409","1409","1409","","1a7f36f5a39ec6a4fe158fba3bbbf404_5941","1147bcd2e8bc16dabca75e70b6a67ef2_6880"
"nuoL","","NADH-quinone oxidoreductase subunit L","2","2","1","1","1471","1","1803","","1820","1820","1820","","1a7f36f5a39ec6a4fe158fba3bbbf404_5945","1147bcd2e8bc16dabca75e70b6a67ef2_6876"
"KNN15_07580","","NADH-quinone oxidoreductase subunit J","2","2","1","1","1473","1","1805","","539","539","539","","1a7f36f5a39ec6a4fe158fba3bbbf404_5953","1147bcd2e8bc16dabca75e70b6a67ef2_6868"
"nuoH","","NADH-quinone oxidoreductase subunit NuoH","2","2","1","1","1475","1","1807","","1118","1118","1118","","1a7f36f5a39ec6a4fe158fba3bbbf404_5961","1147bcd2e8bc16dabca75e70b6a67ef2_6860"
"GO600_04965","","hypothetical protein","2","2","1","1","941","1","941","","311","335","323","","1a7f36f5a39ec6a4fe158fba3bbbf404_9737","1147bcd2e8bc16dabca75e70b6a67ef2_3873"
"nuoG","","NADH-quinone oxidoreductase subunit NuoG","2","2","1","1","1476","1","1808","","2348","2348","2348","","1a7f36f5a39ec6a4fe158fba3bbbf404_5965","1147bcd2e8bc16dabca75e70b6a67ef2_6856"
"nuoF","","NADH-quinone oxidoreductase subunit NuoF","2","2","1","1","1477","1","1809","","1313","1313","1313","","1a7f36f5a39ec6a4fe158fba3bbbf404_5969","1147bcd2e8bc16dabca75e70b6a67ef2_6852"
"nuoE","","NADH-quinone oxidoreductase subunit NuoE","2","2","1","1","1478","1","1810","","545","545","545","","1a7f36f5a39ec6a4fe158fba3bbbf404_5973","1147bcd2e8bc16dabca75e70b6a67ef2_6848"
"nuoD","","NADH dehydrogenase (quinone) subunit D","2","2","1","1","1479","1","1811","","1220","1220","1220","","1a7f36f5a39ec6a4fe158fba3bbbf404_5977","1147bcd2e8bc16dabca75e70b6a67ef2_6844"
"GO600_08750","","NADH-quinone oxidoreductase subunit C","2","2","1","1","1480","1","1812","","620","620","620","","1a7f36f5a39ec6a4fe158fba3bbbf404_5981","1147bcd2e8bc16dabca75e70b6a67ef2_6840"
"GO600_08740","","NADH-quinone oxidoreductase subunit A","2","2","1","1","1482","1","1814","","359","359","359","","1a7f36f5a39ec6a4fe158fba3bbbf404_5989","1147bcd2e8bc16dabca75e70b6a67ef2_6832"
"rsmA","","16S rRNA (adenine(1518)-N(6)/adenine(1519)-N(6))- dimethyltransferase RsmA","2","2","1","1","1483","1","1815","","818","818","818","","1a7f36f5a39ec6a4fe158fba3bbbf404_5993","1147bcd2e8bc16dabca75e70b6a67ef2_6828"
"KNN15_07635","","metallophosphoesterase","2","2","1","1","1484","1","1816","","749","749","749","","1a7f36f5a39ec6a4fe158fba3bbbf404_5997","1147bcd2e8bc16dabca75e70b6a67ef2_6824"
"GO600_08725","","DNA repair protein Rad52","2","2","1","1","1485","1","1817","","644","644","644","","1a7f36f5a39ec6a4fe158fba3bbbf404_6001","1147bcd2e8bc16dabca75e70b6a67ef2_6820"
"GO600_08720","","hypothetical protein","2","2","1","1","1486","1","1818","","362","362","362","","1a7f36f5a39ec6a4fe158fba3bbbf404_6005","1147bcd2e8bc16dabca75e70b6a67ef2_6816"
"GO600_04950","","ABC transporter substrate-binding protein","2","2","1","1","938","1","938","","854","854","854","","1a7f36f5a39ec6a4fe158fba3bbbf404_9750","1147bcd2e8bc16dabca75e70b6a67ef2_3861"
"KNN15_07655","","hypothetical protein","2","2","1","1","1488","1","1820","","1895","1895","1895","","1a7f36f5a39ec6a4fe158fba3bbbf404_6012","1147bcd2e8bc16dabca75e70b6a67ef2_6809"
"GO600_08705","","WecB/TagA/CpsF family glycosyltransferase","2","2","1","1","1489","1","1821","","704","704","704","","1a7f36f5a39ec6a4fe158fba3bbbf404_6016","1147bcd2e8bc16dabca75e70b6a67ef2_6805"
"KNN15_07665","","2-phosphosulfolactate phosphatase","2","2","1","1","1490","1","1822","","716","716","716","","1a7f36f5a39ec6a4fe158fba3bbbf404_6020","1147bcd2e8bc16dabca75e70b6a67ef2_6801"
"GO600_08695","","thiamine-monophosphate kinase","2","2","1","1","1491","1","1823","","935","935","935","","1a7f36f5a39ec6a4fe158fba3bbbf404_6024","1147bcd2e8bc16dabca75e70b6a67ef2_6797"
"KNN15_07675","","histidinol-phosphate aminotransferase family protein","2","2","1","1","1492","1","1824","","1052","1052","1052","","1a7f36f5a39ec6a4fe158fba3bbbf404_6028","1147bcd2e8bc16dabca75e70b6a67ef2_6793"
"hisB","","imidazoleglycerol-phosphate dehydratase HisB","2","2","1","1","1493","1","1825","","584","584","584","","1a7f36f5a39ec6a4fe158fba3bbbf404_6032","1147bcd2e8bc16dabca75e70b6a67ef2_6789"
"hisH","","imidazole glycerol phosphate synthase subunit HisH","2","2","1","1","1494","1","1826","","596","596","596","","1a7f36f5a39ec6a4fe158fba3bbbf404_6036","1147bcd2e8bc16dabca75e70b6a67ef2_6785"
"KNN15_07690","","carbohydrate kinase family protein","2","2","1","1","1495","1","1827","","926","926","926","","1a7f36f5a39ec6a4fe158fba3bbbf404_6040","1147bcd2e8bc16dabca75e70b6a67ef2_6781"
"GO600_08670","","AMP-binding protein","2","2","1","1","1496","1","1828","","1136","1136","1136","","1a7f36f5a39ec6a4fe158fba3bbbf404_6044","1147bcd2e8bc16dabca75e70b6a67ef2_6777"
"GO600_08665","","5-(carboxyamino)imidazole ribonucleotide synthase","2","2","1","1","1497","1","1829","","1103","1103","1103","","1a7f36f5a39ec6a4fe158fba3bbbf404_6048","1147bcd2e8bc16dabca75e70b6a67ef2_6773"
"GO600_04900","","50S ribosomal protein L11 methyltransferase","2","2","1","1","928","1","928","","764","764","764","","1a7f36f5a39ec6a4fe158fba3bbbf404_9790","1147bcd2e8bc16dabca75e70b6a67ef2_3820"
"purE","","5-(carboxyamino)imidazole ribonucleotide mutase","2","2","1","1","1498","1","1830","","494","494","494","","1a7f36f5a39ec6a4fe158fba3bbbf404_6052","1147bcd2e8bc16dabca75e70b6a67ef2_6769"
"GO600_08655","","sodium-dependent bicarbonate transport family permease","2","2","1","1","1499","1","1831","","956","956","956","","1a7f36f5a39ec6a4fe158fba3bbbf404_6056","1147bcd2e8bc16dabca75e70b6a67ef2_6765"
"GO600_08650","","transcriptional regulator","2","2","1","1","1500","1","1832","","302","302","302","","1a7f36f5a39ec6a4fe158fba3bbbf404_6060","1147bcd2e8bc16dabca75e70b6a67ef2_6761"
"KNN15_07720","","VTT domain-containing protein","2","2","1","1","1501","1","1833","","530","530","530","","1a7f36f5a39ec6a4fe158fba3bbbf404_6064","1147bcd2e8bc16dabca75e70b6a67ef2_6757"
"KNN15_07725","","hypothetical protein","2","2","1","1","1502","1","1834","","695","695","695","","1a7f36f5a39ec6a4fe158fba3bbbf404_6068","1147bcd2e8bc16dabca75e70b6a67ef2_6753"
"chrA","","chromate efflux transporter","2","2","1","1","1504","1","1836","","1394","1394","1394","","1a7f36f5a39ec6a4fe158fba3bbbf404_6077","1147bcd2e8bc16dabca75e70b6a67ef2_6745"
"KNN15_07740","","hypothetical protein","2","2","1","1","1505","1","1837","","320","320","320","","1a7f36f5a39ec6a4fe158fba3bbbf404_6081","1147bcd2e8bc16dabca75e70b6a67ef2_6741"
"GO600_08620","","RDD family protein","2","2","1","1","1506","1","1838","","437","437","437","","1a7f36f5a39ec6a4fe158fba3bbbf404_6085","1147bcd2e8bc16dabca75e70b6a67ef2_6737"
"sppA","","signal peptide peptidase SppA","2","2","1","1","1507","1","1839","","932","932","932","","1a7f36f5a39ec6a4fe158fba3bbbf404_6089","1147bcd2e8bc16dabca75e70b6a67ef2_6733"
"KNN15_07755","","class I SAM-dependent rRNA methyltransferase","2","2","1","1","1508","1","1840","","1145","1145","1145","","1a7f36f5a39ec6a4fe158fba3bbbf404_6093","1147bcd2e8bc16dabca75e70b6a67ef2_6729"
"KNN15_12465","","hypothetical protein","2","2","1","1","926","1","926","","605","605","605","","1a7f36f5a39ec6a4fe158fba3bbbf404_9802","1147bcd2e8bc16dabca75e70b6a67ef2_3810"
"GO600_08605","","citrate synthase/methylcitrate synthase","2","2","1","1","1509","1","1841","","1133","1133","1133","","1a7f36f5a39ec6a4fe158fba3bbbf404_6097","1147bcd2e8bc16dabca75e70b6a67ef2_6725"
"moeB","","molybdopterin-synthase adenylyltransferase MoeB","2","2","1","1","1510","1","1842","","809","809","809","","1a7f36f5a39ec6a4fe158fba3bbbf404_6101","1147bcd2e8bc16dabca75e70b6a67ef2_6721"
"GO600_08595","","acetyltransferase","2","2","1","1","1511","1","1843","","881","881","881","","1a7f36f5a39ec6a4fe158fba3bbbf404_6105","1147bcd2e8bc16dabca75e70b6a67ef2_6717"
"GO600_08590","","GTPase Era","2","2","1","1","1512","1","1844","","911","911","911","","1a7f36f5a39ec6a4fe158fba3bbbf404_6109","1147bcd2e8bc16dabca75e70b6a67ef2_6713"
"dprA","","DNA-protecting protein DprA","2","2","1","1","1513","1","1845","","1001","1001","1001","","1a7f36f5a39ec6a4fe158fba3bbbf404_6113","1147bcd2e8bc16dabca75e70b6a67ef2_6709"
"KNN15_07785","","manganese catalase family protein","2","2","1","1","1514","1","1846","","908","908","908","","1a7f36f5a39ec6a4fe158fba3bbbf404_6117","1147bcd2e8bc16dabca75e70b6a67ef2_6705"
"GO600_08575","","LysR family transcriptional regulator","2","2","1","1","1515","1","1847","","896","896","896","","1a7f36f5a39ec6a4fe158fba3bbbf404_6121","1147bcd2e8bc16dabca75e70b6a67ef2_6701"
"GO600_08570","","branched-chain amino acid transaminase","2","2","1","1","1516","1","1848","","953","953","953","","1a7f36f5a39ec6a4fe158fba3bbbf404_6125","1147bcd2e8bc16dabca75e70b6a67ef2_6697"
"trmH","","tRNA (guanosine(18)-2'-O)-methyltransferase TrmH","2","2","1","1","1517","1","1849","","575","575","575","","1a7f36f5a39ec6a4fe158fba3bbbf404_6129","1147bcd2e8bc16dabca75e70b6a67ef2_6693"
"GO600_08560","","ATP phosphoribosyltransferase","2","2","1","1","1518","1","1850","","623","623","623","","1a7f36f5a39ec6a4fe158fba3bbbf404_6133","1147bcd2e8bc16dabca75e70b6a67ef2_6689"
"KNN15_12510","","ATP-binding cassette domain-containing protein","2","2","1","1","916","1","916","","725","734","729","","1a7f36f5a39ec6a4fe158fba3bbbf404_9838","1147bcd2e8bc16dabca75e70b6a67ef2_3770"
"KNN15_07810","","ATP phosphoribosyltransferase regulatory subunit","2","2","1","1","1519","1","1851","","1085","1085","1085","","1a7f36f5a39ec6a4fe158fba3bbbf404_6137","1147bcd2e8bc16dabca75e70b6a67ef2_6685"
"GO600_08545","","dCTP deaminase","2","2","1","1","1520","1","1852","","545","545","545","","1a7f36f5a39ec6a4fe158fba3bbbf404_6145","1147bcd2e8bc16dabca75e70b6a67ef2_6679"
"KNN15_07825","","hypothetical protein","2","2","1","1","1521","1","1853","","881","881","881","","1a7f36f5a39ec6a4fe158fba3bbbf404_6149","1147bcd2e8bc16dabca75e70b6a67ef2_6675"
"KNN15_07830","","GNAT family N-acetyltransferase","2","2","1","1","1522","1","1854","","428","428","428","","1a7f36f5a39ec6a4fe158fba3bbbf404_6153","1147bcd2e8bc16dabca75e70b6a67ef2_6671"
"GO600_08530","","macro domain-containing protein","2","2","1","1","1523","1","1855","","479","479","479","","1a7f36f5a39ec6a4fe158fba3bbbf404_6157","1147bcd2e8bc16dabca75e70b6a67ef2_6667"
"KNN15_07840","","SDR family NAD(P)-dependent oxidoreductase","2","2","1","1","1524","1","1856","","707","707","707","","1a7f36f5a39ec6a4fe158fba3bbbf404_6161","1147bcd2e8bc16dabca75e70b6a67ef2_6663"
"nrdR","","transcriptional regulator NrdR","2","2","1","1","1525","1","1857","","461","461","461","","1a7f36f5a39ec6a4fe158fba3bbbf404_6165","1147bcd2e8bc16dabca75e70b6a67ef2_6659"
"KNN15_07855","","NUDIX hydrolase","2","2","1","1","1526","1","1858","","482","482","482","","1a7f36f5a39ec6a4fe158fba3bbbf404_6172","1147bcd2e8bc16dabca75e70b6a67ef2_6652"
"meaB","","methylmalonyl Co-A mutase-associated GTPase MeaB","2","2","1","1","1527","1","1859","","944","944","944","","1a7f36f5a39ec6a4fe158fba3bbbf404_6176","1147bcd2e8bc16dabca75e70b6a67ef2_6648"
"GO600_08500","","deaminase","2","2","1","1","1528","1","1860","","374","374","374","","1a7f36f5a39ec6a4fe158fba3bbbf404_6180","1147bcd2e8bc16dabca75e70b6a67ef2_6644"
"GO600_08495","","PQQ-binding-like beta-propeller repeat protein","2","2","1","1","1529","1","1861","","1817","1817","1817","","1a7f36f5a39ec6a4fe158fba3bbbf404_6184","1147bcd2e8bc16dabca75e70b6a67ef2_6640"
"GO600_08490","","transcriptional regulator","2","2","1","1","1530","1","1862","","212","212","212","","1a7f36f5a39ec6a4fe158fba3bbbf404_6188","1147bcd2e8bc16dabca75e70b6a67ef2_6636"
"murA","","UDP-N-acetylglucosamine 1-carboxyvinyltransferase","2","2","1","1","1531","1","1863","","1298","1298","1298","","1a7f36f5a39ec6a4fe158fba3bbbf404_6192","1147bcd2e8bc16dabca75e70b6a67ef2_6632"
"KNN15_07885","","hypothetical protein","2","2","1","1","1532","1","1864","","344","344","344","","1a7f36f5a39ec6a4fe158fba3bbbf404_6196","1147bcd2e8bc16dabca75e70b6a67ef2_6628"
"GO600_08475","","peptide chain release factor 2","2","2","1","1","1534","1","1866","","1046","1046","1046","","1a7f36f5a39ec6a4fe158fba3bbbf404_6201","1147bcd2e8bc16dabca75e70b6a67ef2_6622"
"phoU","","phosphate signaling complex protein PhoU","2","2","1","1","1535","1","1867","","662","662","662","","1a7f36f5a39ec6a4fe158fba3bbbf404_6214","1147bcd2e8bc16dabca75e70b6a67ef2_6618"
"KNN15_07915","","two-component sensor histidine kinase","2","2","1","1","1536","1","1868","","893","893","893","","1a7f36f5a39ec6a4fe158fba3bbbf404_6218","1147bcd2e8bc16dabca75e70b6a67ef2_6614"
"GO600_08460","","response regulator transcription factor","2","2","1","1","1537","1","1869","","713","713","713","","1a7f36f5a39ec6a4fe158fba3bbbf404_6222","1147bcd2e8bc16dabca75e70b6a67ef2_6610"
"GO600_08450","","tyrosine-type recombinase/integrase","2","2","1","1","1538","1","1870","","1175","1175","1175","","1a7f36f5a39ec6a4fe158fba3bbbf404_6229","1147bcd2e8bc16dabca75e70b6a67ef2_6603"
