"Gene","Non-unique Gene name","Annotation","No. isolates","No. sequences","Avg sequences per isolate","Genome Fragment","Order within Fragment","Accessory Fragment","Accessory Order with Fragment","QC","Min group size nuc","Max group size nuc","Avg group size nuc","GCA_000597845.1","GCA_000599625.1","GCA_000599645.1","GCA_000599665.1","GCA_000599685.1","GCA_000599705.1","GCA_000784925.1","GCA_000801165.1","GCA_000801185.2","GCA_000814145.2"
"BU34_07700","","aspartate decarboxylase","10","10","1","1","3500","1","986","","380","380","380","BU34_07700.p01","CF57_24110.p01","CF61_24780.p01","CF58_04840.p01","CF59_04890.p01","CF60_04880.p01","ECONIH1_00700.p01","HW42_04245.p01","HW43_04415.p01","RR31_00680.p01"
"RR31_17960","","antibiotic transporter","10","10","1","1","376","1","2408","","593","593","593","BU34_10855.p01","CF57_02060.p01","CF61_02820.p01","CF58_27630.p01","CF59_27610.p01","CF60_27240.p01","ECONIH1_20030.p01","HW42_21940.p01","HW43_22020.p01","RR31_17960.p01"
"CF61_24835","","hypothetical protein","10","10","1","1","3490","1","976","","347","347","347","BU34_07755.p01","CF57_24165.p01","CF61_24835.p01","CF58_04790.p01","CF59_04840.p01","CF60_04830.p01","ECONIH1_00655.p01","HW42_04200.p01","HW43_04370.p01","RR31_00635.p01"
"ECONIH1_05890","","aromatic amino acid aminotransferase","10","10","1","1","4365","1","1851","","1190","1190","1190","BU34_01930.p01","CF57_18335.p01","CF61_19060.p01","CF58_10320.p01","CF59_10365.p01","CF60_10510.p01","ECONIH1_05890.p01","HW42_08475.p01","HW43_08360.p01","RR31_05045.p01"
"CF60_05040","","5'-methylthioadenosine nucleosidase","10","10","1","1","3526","1","1012","","698","698","698","BU34_07555.p01","CF57_23965.p01","CF61_24635.p01","CF58_05000.p01","CF59_05050.p01","CF60_05040.p01","ECONIH1_00845.p01","HW42_04395.p01","HW43_04560.p01","RR31_00825.p01"
"CF61_07760","","hypothetical protein","10","10","1","1","1148","1","3180","","344","344","344","BU34_15735.p01","CF57_07060.p01","CF61_07760.p01","CF58_22570.p01","CF59_22560.p01","CF60_22235.p01","ECONIH1_15330.p01","HW42_17945.p01","HW43_17605.p01","RR31_14095.p01"
"CF60_08955","","metal-binding protein","10","10","1","1","4082","1","1568","","743","743","743","BU34_03765.p01","CF57_20180.p01","CF61_20870.p01","CF58_08845.p01","CF59_08915.p01","CF60_08955.p01","ECONIH1_03975.p01","HW42_07360.p01","HW43_07245.p01","RR31_03910.p01"
"rplU","","50S ribosomal protein L21","10","10","1","1","629","1","2661","","311","311","311","BU34_12360.p01","CF57_03575.p01","CF61_04350.p01","CF58_26215.p01","CF59_26200.p01","CF60_25745.p01","ECONIH1_18830.p01","HW42_20780.p01","HW43_20890.p01","RR31_16715.p01"
"CF58_16470","","methionine sulfoxide reductase B","10","10","1","1","2024","1","4056","","413","413","413","BU34_24440.p01","CF57_12920.p01","CF61_13645.p01","CF58_16470.p01","CF59_16435.p01","CF60_16210.p01","ECONIH1_10245.p01","HW42_13075.p01","HW43_12720.p01","RR31_09455.p01"
"HW42_04905","","transpeptidase","10","10","1","1","3592","1","1078","","740","740","740","BU34_07100.p01","CF57_23520.p01","CF61_24210.p01","CF58_05520.p01","CF59_05570.p01","CF60_05560.p01","ECONIH1_01285.p01","HW42_04905.p01","HW43_04935.p01","RR31_01275.p01"
"HW43_16900","","polyphosphate kinase","10","10","1","1","1288","1","3320","","2066","2066","2066","BU34_22070.p01","CF57_08005.p01","CF61_08690.p01","CF58_21480.p01","CF59_21455.p01","CF60_21120.p01","ECONIH1_14325.p01","HW42_17240.p01","HW43_16900.p01","RR31_13250.p01"
"CF59_10080","","translation initiation factor IF-1","10","10","1","1","4318","1","1804","","218","218","218","BU34_02210.p01","CF57_18615.p01","CF61_19340.p01","CF58_10035.p01","CF59_10080.p01","CF60_10175.p01","ECONIH1_05670.p01","HW42_08255.p01","HW43_08140.p01","RR31_04825.p01"
"HW43_17595","","DNA-binding protein","10","10","1","1","1150","1","3182","","404","404","404","BU34_15755.p01","CF57_07080.p01","CF61_07780.p01","CF58_22550.p01","CF59_22540.p01","CF60_22215.p01","ECONIH1_15320.p01","HW42_17935.p01","HW43_17595.p01","RR31_14085.p01"
"ECONIH1_20745","","transcriptional regulator","10","10","1","1","235","1","2267","","290","290","290","BU34_28960.p01","CF57_01055.p01","CF61_01800.p01","CF58_28625.p01","CF59_28605.p01","CF60_28220.p01","ECONIH1_20745.p01","HW42_22590.p01","HW43_22665.p01","RR31_18610.p01"
"CF60_04450","","transcriptional regulator","10","10","1","1","3429","1","915","","878","878","878","BU34_08140.p01","CF57_24550.p01","CF61_25220.p01","CF58_04410.p01","CF59_04460.p01","CF60_04450.p01","ECONIH1_00365.p01","HW42_03925.p01","HW43_04055.p01","RR31_00340.p01"
"CF57_21910","","cytochrome o ubiquinol oxidase subunit I","10","10","1","1","3836","1","1322","","1991","1991","1991","BU34_05490.p01","CF57_21910.p01","CF61_22595.p01","CF58_06735.p01","CF59_06785.p01","CF60_06775.p01","ECONIH1_02340.p01","HW42_05855.p01","HW43_05780.p01","RR31_02520.p01"
"xerC","","site-specific tyrosine recombinase XerC","10","10","1","1","2624","1","110","","896","896","896","BU34_30020.p01","CF57_30200.p01","CF61_30895.p01","CF58_30375.p01","CF59_30355.p01","CF60_30025.p01","ECONIH1_22380.p01","HW42_00555.p01","HW43_00575.p01","RR31_19970.p01"
"CF57_09825","","4-amino-4-deoxy-L-arabinose-phospho-UDP flippase","10","10","1","1","1571","1","3603","","335","335","335","BU34_20230.p01","CF57_09825.p01","CF61_10535.p01","CF58_19960.p01","CF59_19935.p01","CF60_19675.p01","ECONIH1_13190.p01","HW42_16055.p01","HW43_15535.p01","RR31_12125.p01"
"HW43_10755","","transcriptional regulator","10","10","1","1","2430","1","4462","","752","752","752","BU34_27165.p01","CF57_15645.p01","CF61_16380.p01","CF58_12820.p01","CF59_12870.p01","CF60_12985.p01","ECONIH1_08080.p01","HW42_11175.p01","HW43_10755.p01","RR31_07115.p01"
"CF61_28375","","fumarate reductase","10","10","1","1","2975","1","461","","734","734","734","BU34_16655.p01","CF57_27675.p01","CF61_28375.p01","CF58_02310.p01","CF59_02360.p01","CF60_02345.p01","ECONIH1_24745.p01","HW42_02425.p01","HW43_02475.p01","RR31_22030.p01"
"CF59_26495","","arginine repressor","10","10","1","1","581","1","2613","","470","470","470","BU34_12055.p01","CF57_03270.p01","CF61_04045.p01","CF58_26510.p01","CF59_26495.p01","CF60_26040.p01","ECONIH1_19055.p01","HW42_21010.p01","HW43_21120.p01","RR31_16965.p01"
"folX","","D-erythro-7,8-dihydroneopterin triphosphate epimerase","10","10","1","1","1528","1","3560","","362","362","362","BU34_20500.p01","CF57_09560.p01","CF61_10270.p01","CF58_20235.p01","CF59_20210.p01","CF60_19950.p01","ECONIH1_13410.p01","HW42_16280.p01","HW43_15750.p01","RR31_12360.p01"
"CF57_20465","","UMP phosphatase","10","10","1","1","4047","1","1533","","752","752","752","BU34_04050.p01","CF57_20465.p01","CF61_21155.p01","CF58_08620.p01","CF59_08700.p01","CF60_08735.p01","ECONIH1_03810.p01","HW42_07210.p01","HW43_07080.p01","RR31_03690.p01"
"CF59_25100","","hypothetical protein","10","10","1","1","792","1","2824","","392","392","392","BU34_13460.p01","CF57_04675.p01","CF61_05450.p01","CF58_25115.p01","CF59_25100.p01","CF60_24650.p01","ECONIH1_17980.p01","HW42_19965.p01","HW43_20050.p01","RR31_15890.p01"
"narI","","nitrate reductase","10","10","1","1","4652","1","4573","","677","677","677","BU34_27895.p01","CF57_16380.p01","CF61_17115.p01","CF58_12170.p01","CF59_12225.p01","CF60_12315.p01","ECONIH1_07505.p01","HW42_10260.p01","HW43_09860.p01","RR31_06525.p01"
"CF58_15565","","electron transporter RsxA","10","10","1","1","2178","1","4210","","581","581","581","BU34_25370.p01","CF57_13850.p01","CF61_14575.p01","CF58_15565.p01","CF59_15530.p01","CF60_15255.p01","ECONIH1_09465.p01","HW42_12335.p01","HW43_11950.p01","RR31_08665.p01"
"CF61_18655","","cold-shock protein","10","10","1","1","4425","1","1911","","212","212","212","BU34_01525.p01","CF57_17930.p01","CF61_18655.p01","CF58_10660.p01","CF59_10705.p01","CF60_10850.p01","ECONIH1_06180.p01","HW42_09220.p01","HW43_08670.p01","RR31_05370.p01"
"CF58_10085","","leucine-responsive transcriptional regulator","10","10","1","1","4324","1","1810","","494","494","494","BU34_02160.p01","CF57_18565.p01","CF61_19290.p01","CF58_10085.p01","CF59_10130.p01","CF60_10225.p01","ECONIH1_05695.p01","HW42_08280.p01","HW43_08165.p01","RR31_04850.p01"
"CF60_06970","","Hha toxicity attenuator","10","10","1","1","3866","1","1352","","374","374","374","BU34_05295.p01","CF57_21715.p01","CF61_22400.p01","CF58_06930.p01","CF59_06980.p01","CF60_06970.p01","ECONIH1_02495.p01","HW42_06010.p01","HW43_05930.p01","RR31_02670.p01"
"BU34_17405","","hypothetical protein","10","10","1","1","2868","1","354","","356","356","356","BU34_17405.p01","CF57_28425.p01","CF61_29125.p01","CF58_01605.p01","CF59_01655.p01","CF60_01640.p01","ECONIH1_24235.p01","HW42_01880.p01","HW43_01960.p01","RR31_21515.p01"
"CF60_16450","","serine dehydratase","10","10","1","1","1987","1","4019","","1364","1364","1364","BU34_24205.p01","CF57_12685.p01","CF61_13410.p01","CF58_16710.p01","CF59_16675.p01","CF60_16450.p01","ECONIH1_10435.p01","HW42_13260.p01","HW43_12905.p01","RR31_09640.p01"
"CF59_11100","","secY/secA suppressor protein","10","10","1","1","4494","1","1980","","374","374","374","BU34_01065.p01","CF57_17465.p01","CF61_18200.p01","CF58_11055.p01","CF59_11100.p01","CF60_11240.p01","ECONIH1_06490.p01","HW42_09480.p01","HW43_08965.p01","RR31_05705.p01"
"CF59_29240","","xanthine permease XanP","10","10","1","1","50","1","2082","","1391","1391","1391","BU34_00335.p01","CF57_00335.p01","CF61_00335.p01","CF58_29260.p01","CF59_29240.p01","CF60_28890.p01","ECONIH1_21445.p01","HW42_23115.p01","HW43_23175.p01","RR31_19135.p01"
"ECONIH1_20215","","hypothetical protein","10","10","1","1","340","1","2372","","557","557","557","BU34_10620.p01","CF57_01825.p01","CF61_02585.p01","CF58_27875.p01","CF59_27855.p01","CF60_27485.p01","ECONIH1_20215.p01","HW42_22115.p01","HW43_22205.p01","RR31_18145.p01"
"ECONIH1_14330","","exopolyphosphatase","10","10","1","1","1287","1","3319","","1541","1541","1541","BU34_22075.p01","CF57_08000.p01","CF61_08685.p01","CF58_21485.p01","CF59_21460.p01","CF60_21125.p01","ECONIH1_14330.p01","HW42_17245.p01","HW43_16905.p01","RR31_13255.p01"
"CF60_15580","","hypothetical protein","10","10","1","1","2130","1","4162","","209","209","209","BU34_25085.p01","CF57_13565.p01","CF61_14290.p01","CF58_15850.p01","CF59_15815.p01","CF60_15580.p01","ECONIH1_09715.p01","HW42_12585.p01","HW43_12200.p01","RR31_08915.p01"
"ECONIH1_25110","","sugar ABC transporter substrate-binding protein","10","10","1","1","3053","1","539","","956","956","956","BU34_16175.p01","CF57_27195.p01","CF61_27895.p01","CF58_02750.p01","CF59_02800.p01","CF60_02790.p01","ECONIH1_25110.p01","HW42_02820.p01","HW43_02855.p01","RR31_22430.p01"
"CF60_26490","","30S ribosomal protein S4","10","10","1","1","521","1","2553","","620","620","620","BU34_11695.p01","CF57_02900.p01","CF61_03660.p01","CF58_26875.p01","CF59_26860.p01","CF60_26490.p01","ECONIH1_19405.p01","HW42_21305.p01","HW43_21415.p01","RR31_17260.p01"
"CF61_10765","","transcriptional regulator","10","10","1","1","1606","1","3638","","650","650","650","BU34_20000.p01","CF57_10050.p01","CF61_10765.p01","CF58_19685.p01","CF59_19625.p01","CF60_19400.p01","ECONIH1_12975.p01","HW42_15870.p01","HW43_15385.p01","RR31_11915.p01"
"CF60_12355","","response regulator of RpoS","10","10","1","1","4660","1","4565","","1013","1013","1013","BU34_27845.p01","CF57_16330.p01","CF61_17065.p01","CF58_12210.p01","CF59_12265.p01","CF60_12355.p01","ECONIH1_07535.p01","HW42_10290.p01","HW43_09890.p01","RR31_06560.p01"
"cysE","","serine acetyltransferase","10","10","1","1","169","1","2201","","821","821","821","BU34_29405.p01","CF57_00595.p01","CF61_01340.p01","CF58_29005.p01","CF59_28985.p01","CF60_28635.p01","ECONIH1_21075.p01","HW42_22890.p01","HW43_22955.p01","RR31_18920.p01"
"CF57_22775","","membrane protein","10","10","1","1","3705","1","1191","","101","101","101","BU34_06355.p01","CF57_22775.p01","CF61_23460.p01","CF58_05815.p01","CF59_05865.p01","CF60_05855.p01","ECONIH1_01755.p01","HW42_05200.p01","HW43_05115.p01","RR31_01875.p01"
"CF61_21240","","nucleoside triphosphate hydrolase","10","10","1","1","4042","1","1528","","1040","1040","1040","BU34_04135.p01","CF57_20550.p01","CF61_21240.p01","CF58_08545.p01","CF59_08625.p01","CF60_08660.p01","ECONIH1_03750.p01","HW42_07150.p01","HW43_07020.p01","RR31_03635.p01"
"RR31_19615","","ATP F0F1 synthase subunit I","10","10","1","1","2553","1","39","","380","380","380","BU34_30450.p01","CF57_30825.p01","CF61_31345.p01","CF58_29965.p01","CF59_29945.p01","CF60_29585.p01","ECONIH1_22025.p01","HW42_00205.p01","HW43_00210.p01","RR31_19615.p01"
"hfq","","RNA-binding protein Hfq","10","10","1","1","2994","1","480","","308","308","308","BU34_16545.p01","CF57_27565.p01","CF61_28265.p01","CF58_02415.p01","CF59_02465.p01","CF60_02450.p01","ECONIH1_24830.p01","HW42_02510.p01","HW43_02560.p01","RR31_22125.p01"
"RR31_19325","","heat shock protein IbpA","10","10","1","1","17","1","2049","","413","413","413","BU34_00105.p01","CF57_00105.p01","CF61_00105.p01","CF58_29600.p01","CF59_29580.p01","CF60_29235.p01","ECONIH1_21730.p01","HW42_23295.p01","HW43_23355.p01","RR31_19325.p01"
"rseB","","anti-sigma E factor","10","10","1","1","1217","1","3249","","956","956","956","BU34_22535.p01","CF57_07535.p01","CF61_08220.p01","CF58_21965.p01","CF59_21940.p01","CF60_21605.p01","ECONIH1_14985.p01","HW42_17600.p01","HW43_17260.p01","RR31_13720.p01"
"CF60_11935","","cell division inhibitor MinD","10","10","1","1","4594","1","4631","","812","812","812","BU34_28265.p01","CF57_16750.p01","CF61_17485.p01","CF58_11770.p01","CF59_11820.p01","CF60_11935.p01","ECONIH1_07040.p01","HW42_09980.p01","HW43_09575.p01","RR31_06235.p01"
"CF58_26320","","glmZ(sRNA)-inactivating NTPase","10","10","1","1","610","1","2642","","854","854","854","BU34_12255.p01","CF57_03470.p01","CF61_04245.p01","CF58_26320.p01","CF59_26305.p01","CF60_25850.p01","ECONIH1_18925.p01","HW42_20875.p01","HW43_20985.p01","RR31_16810.p01"
"CF60_28120","","peptide transporter","10","10","1","1","249","1","2281","","1019","1019","1019","BU34_28855.p01","CF57_01165.p01","CF61_01910.p01","CF58_28525.p01","CF59_28505.p01","CF60_28120.p01","ECONIH1_20665.p01","HW42_22495.p01","HW43_22580.p01","RR31_18540.p01"
"glnA","","glutamine synthetase","10","10","1","1","2678","1","164","","1409","1409","1409","BU34_18780.p01","CF57_29800.p01","CF61_30495.p01","CF58_00145.p01","CF59_00160.p01","CF60_00160.p01","ECONIH1_22770.p01","HW42_00850.p01","HW43_00945.p01","RR31_20260.p01"
"CF60_06770","","cytochrome o ubiquinol oxidase subunit III","10","10","1","1","3835","1","1321","","614","614","614","BU34_05495.p01","CF57_21915.p01","CF61_22600.p01","CF58_06730.p01","CF59_06780.p01","CF60_06770.p01","ECONIH1_02335.p01","HW42_05850.p01","HW43_05775.p01","RR31_02515.p01"
"dksA","","RNA polymerase-binding transcription factor","10","10","1","1","3513","1","999","","455","455","455","BU34_07635.p01","CF57_24045.p01","CF61_24715.p01","CF58_04920.p01","CF59_04970.p01","CF60_04960.p01","ECONIH1_00775.p01","HW42_04320.p01","HW43_04485.p01","RR31_00750.p01"
"CF59_11095","","lipoprotein","10","10","1","1","4493","1","1979","","227","227","227","BU34_01070.p01","CF57_17470.p01","CF61_18205.p01","CF58_11050.p01","CF59_11095.p01","CF60_11235.p01","ECONIH1_06485.p01","HW42_09475.p01","HW43_08960.p01","RR31_05700.p01"
"BU34_22255","","transcriptional regulator","10","10","1","1","1257","1","3289","","488","488","488","BU34_22255.p01","CF57_07820.p01","CF61_08505.p01","CF58_21690.p01","CF59_21665.p01","CF60_21330.p01","ECONIH1_14770.p01","HW42_17395.p01","HW43_17055.p01","RR31_13505.p01"
"ribA","","GTP cyclohydrolase","10","10","1","1","2487","1","4519","","590","590","590","BU34_27535.p01","CF57_16015.p01","CF61_16750.p01","CF58_12495.p01","CF59_12550.p01","CF60_12635.p01","ECONIH1_07775.p01","HW42_10875.p01","HW43_10450.p01","RR31_06805.p01"
"HW43_16370","","hypothetical protein","10","10","1","1","1390","1","3422","","326","326","326","BU34_21390.p01","CF57_08675.p01","CF61_09385.p01","CF58_20825.p01","CF59_20800.p01","CF60_20470.p01","ECONIH1_13780.p01","HW42_16700.p01","HW43_16370.p01","RR31_12720.p01"
"CF60_24755","","dehydrogenase","10","10","1","1","783","1","2815","","422","422","422","BU34_13405.p01","CF57_04620.p01","CF61_05395.p01","CF58_25220.p01","CF59_25205.p01","CF60_24755.p01","ECONIH1_18055.p01","HW42_20010.p01","HW43_20095.p01","RR31_15935.p01"
"gmk","","guanylate kinase","10","10","1","1","56","1","2088","","623","623","623","BU34_00365.p01","CF57_00365.p01","CF61_00365.p01","CF58_29225.p01","CF59_29205.p01","CF60_28855.p01","ECONIH1_21415.p01","HW42_23080.p01","HW43_23145.p01","RR31_19105.p01"
"ECONIH1_04670","","manganese transport regulator MntR","10","10","1","1","4250","1","1736","","467","467","467","BU34_02635.p01","CF57_19050.p01","CF61_19770.p01","CF58_09595.p01","CF59_09635.p01","CF60_09730.p01","ECONIH1_04670.p01","HW42_07915.p01","HW43_07800.p01","RR31_04480.p01"
"CF58_28720","","XylR family transcriptional regulator","10","10","1","1","219","1","2251","","1178","1178","1178","BU34_29050.p01","CF57_00960.p01","CF61_01705.p01","CF58_28720.p01","CF59_28700.p01","CF60_28315.p01","ECONIH1_20825.p01","HW42_22655.p01","HW43_22730.p01","RR31_18690.p01"
"HW42_00935","","D-tyrosyl-tRNA(Tyr) deacylase","10","10","1","1","2693","1","179","","437","437","437","BU34_18695.p01","CF57_29715.p01","CF61_30410.p01","CF58_00245.p01","CF59_00260.p01","CF60_00260.p01","ECONIH1_22880.p01","HW42_00935.p01","HW43_01020.p01","RR31_20350.p01"
"HW43_18570","","hypothetical protein","10","10","1","1","987","1","3019","","218","218","218","BU34_14690.p01","CF57_06015.p01","CF61_06715.p01","CF58_23630.p01","CF59_23620.p01","CF60_23295.p01","ECONIH1_16195.p01","HW42_18835.p01","HW43_18570.p01","RR31_14935.p01"
"pyrG","","CTP synthetase","10","10","1","1","1037","1","3069","","1637","1637","1637","BU34_15015.p01","CF57_06340.p01","CF61_07040.p01","CF58_23315.p01","CF59_23305.p01","CF60_22980.p01","ECONIH1_15890.p01","HW42_18535.p01","HW43_18180.p01","RR31_14650.p01"
"nagB","","glucosamine-6-phosphate deaminase","10","10","1","1","4050","1","1536","","800","800","800","BU34_04035.p01","CF57_20450.p01","CF61_21140.p01","CF58_08635.p01","CF59_08715.p01","CF60_08750.p01","ECONIH1_03825.p01","HW42_07225.p01","HW43_07095.p01","RR31_03705.p01"
"HW43_21420","","30S ribosomal protein S11","10","10","1","1","520","1","2552","","389","389","389","BU34_11690.p01","CF57_02895.p01","CF61_03655.p01","CF58_26880.p01","CF59_26865.p01","CF60_26495.p01","ECONIH1_19410.p01","HW42_21310.p01","HW43_21420.p01","RR31_17265.p01"
"HW42_00185","","ATP F0F1 synthase subunit delta","10","10","1","1","2549","1","35","","533","533","533","BU34_30470.p01","CF57_30845.p01","CF61_31365.p01","CF58_29945.p01","CF59_29925.p01","CF60_29565.p01","ECONIH1_22005.p01","HW42_00185.p01","HW43_00190.p01","RR31_19595.p01"
"CF58_09325","","excinuclease ABC subunit B","10","10","1","1","4211","1","1697","","2021","2021","2021","BU34_02925.p01","CF57_19340.p01","CF61_20060.p01","CF58_09325.p01","CF59_09365.p01","CF60_09460.p01","ECONIH1_04450.p01","HW42_07720.p01","HW43_07600.p01","RR31_04280.p01"
"CF60_26595","","50S ribosomal protein L22","10","10","1","1","502","1","2534","","332","332","332","BU34_11595.p01","CF57_02800.p01","CF61_03560.p01","CF58_26980.p01","CF59_26965.p01","CF60_26595.p01","ECONIH1_19500.p01","HW42_21400.p01","HW43_21510.p01","RR31_17355.p01"
"RR31_02510","","cytochrome o ubiquinol oxidase subunit IV","10","10","1","1","3834","1","1320","","329","329","329","BU34_05500.p01","CF57_21920.p01","CF61_22605.p01","CF58_06725.p01","CF59_06775.p01","CF60_06765.p01","ECONIH1_02330.p01","HW42_05845.p01","HW43_05770.p01","RR31_02510.p01"
"CF57_27450","","transcriptional repressor UlaR","10","10","1","1","3013","1","499","","755","755","755","BU34_16430.p01","CF57_27450.p01","CF61_28150.p01","CF58_02525.p01","CF59_02575.p01","CF60_02560.p01","ECONIH1_24925.p01","HW42_02605.p01","HW43_02655.p01","RR31_22220.p01"
